chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V1,"Architettura, progettazione e Threat Modeling",V1.5,Architettura di Input e Output ,V1.5.2,"Verificare che la serializzazione non venga utilizzata nelle comunicazioni con client non affidabili. Se inevitabile, applicare controlli di integrità adeguati (e possibilmente la crittografia se vengono inviati dati sensibili) per prevenire attacchi di deserializzazione, inclusa l'injection di oggetti.",,✓,✓,502,
V1,"Architettura, progettazione e Threat Modeling",V1.5,Architettura di Input e Output ,V1.5.3,Verificare che la convalida degli input venga applicata su un livello di servizio trusted. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,602,
V1,"Architettura, progettazione e Threat Modeling",V1.5,Architettura di Input e Output ,V1.5.4,Verificare che la codifica dell'output avvenga vicino o dall'interprete per il quale è destinata. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,116,
V1,"Architettura, progettazione e Threat Modeling",V1.6,Architettura Crittografica,V1.6.1,Verificare che esista una policy esplicita per la gestione delle chiavi crittografiche e che il ciclo di vita delle chiavi crittografiche segua uno standard di gestione delle chiavi come il NIST SP 800-57.,,✓,✓,320,
V1,"Architettura, progettazione e Threat Modeling",V1.6,Architettura Crittografica,V1.6.2,Verificare che gli utilizzatori di servizi crittografici proteggano il materiale chiave e altri segreti utilizzando key vault o alternative basate su API.,,✓,✓,320,
V1,"Architettura, progettazione e Threat Modeling",V1.6,Architettura Crittografica,V1.6.3,Verificare che tutte le chiavi e le password siano sostituibili e facciano parte di un processo ben definito per la ri-crittografia dei dati sensibili.,,✓,✓,320,
V1,"Architettura, progettazione e Threat Modeling",V1.6,Architettura Crittografica,V1.6.4,"Verificare che l'architettura consideri i segreti lato client, come chiavi simmetriche, password o token API, come non sicuri e non li utilizzi mai per proteggere o accedere a dati sensibili.",,✓,✓,320,
V1,"Architettura, progettazione e Threat Modeling",V1.7,"Architettura di Errori, Logging e Audit",V1.7.1,Verificare che venga utilizzato un formato e un approccio di logging comune in tutto il sistema. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,1009,
V1,"Architettura, progettazione e Threat Modeling",V1.7,"Architettura di Errori, Logging e Audit",V1.7.2,"Verificare che i log vengano trasmessi in modo sicuro a un sistema, preferibilmente remoto, per analisi, rilevamento, allerta e escalation. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,,
V1,"Architettura, progettazione e Threat Modeling",V1.8,Architettura per Protezione Dati e Privacy,V1.8.1,Verificare che tutti i dati sensibili siano identificati e classificati con adeguati livelli di protezione.,,✓,✓,,
V1,"Architettura, progettazione e Threat Modeling",V1.8,Architettura per Protezione Dati e Privacy,V1.8.2,"Verificare che a tutti i livelli di protezione sia associato un set di requisiti di protezione, come requisiti di crittografia, requisiti di integrità, conservazione, privacy e altri requisiti di riservatezza, e che questi vengano applicati nell'architettura.",,✓,✓,,
V1,"Architettura, progettazione e Threat Modeling",V1.9,Architettura della Comunicazione,V1.9.1,"Verificare che l'applicazione crittografi le comunicazioni tra componenti, in particolare quando questi componenti si trovano in container, sistemi, siti o provider cloud diversi. ([C3](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,319,
V1,"Architettura, progettazione e Threat Modeling",V1.9,Architettura della Comunicazione,V1.9.2,"Verificare che i componenti applicativi verifichino l'autenticità di ciascuna parte in un collegamento di comunicazione per prevenire attacchi man-in-the-middle. Ad esempio, i componenti dell'applicazione dovrebbero validare i certificati e le catene TLS.",,✓,✓,295,
V1,"Architettura, progettazione e Threat Modeling",V1.10,Architettura del Software Maligno,V1.10.1,"Verificare l'utilizzo di un sistema di controllo del codice sorgente, con procedure per garantire che i check-in siano accompagnati da segnalazioni o ticket di modifica. Il sistema di controllo del codice sorgente deve disporre di controlli di accesso e utenti identificabili per consentire la tracciabilità di qualsiasi modifica.",,✓,✓,284,
V1,"Architettura, progettazione e Threat Modeling",V1.11,Architettura della Logica di Business,V1.11.1,Verificare la definizione e la documentazione di tutti i componenti applicativi in termini di funzioni aziendali o di sicurezza fornite.,,✓,✓,1059,
V1,"Architettura, progettazione e Threat Modeling",V1.11,Architettura della Logica di Business,V1.11.2,"Verificare che tutti i flussi logici di business di alto valore, inclusi autenticazione, gestione sessioni e controllo degli accessi, sincronizzino correttamente lo stato.",,✓,✓,362,
V1,"Architettura, progettazione e Threat Modeling",V1.11,Architettura della Logica di Business,V1.11.3,"Verificare che tutti i flussi logici di business di alto valore, inclusi autenticazione, gestione sessioni e controllo degli accessi, siano thread-safe e resistenti a race conditions quali ""time-of-check"" e ""time-of-use"".",,,✓,367,
V1,"Architettura, progettazione e Threat Modeling",V1.12,Architettura del Caricamento Sicuro di File,V1.12.1,"[ELIMINATO, DUPLICATO DI 12.4.1]",,,,,
V1,"Architettura, progettazione e Threat Modeling",V1.12,Architettura del Caricamento Sicuro di File,V1.12.2,"Verificare che i file caricati dagli utenti - se devono essere visualizzati o scaricati dall'applicazione - vengano serviti tramite octet stream o da un dominio non correlato, come un bucket di archiviazione file cloud. Implementare una Content Security Policy (CSP) adeguata per ridurre il rischio di vettori XSS o altri attacchi.",,✓,✓,646,
V1,"Architettura, progettazione e Threat Modeling",V1.14,Architettura della Configurazione,V1.14.1,"Verificare la segregazione dei componenti con livelli di trust differenti attraverso controlli di sicurezza ben definiti, regole firewall, gateway API, proxy inverso, gruppi di sicurezza basati su cloud o meccanismi simili.",,✓,✓,923,
V1,"Architettura, progettazione e Threat Modeling",V1.14,Architettura della Configurazione,V1.14.2,"Verificare l'utilizzo di firme, connessioni affidabili e endpoint verificati per distribuire i file binari su dispositivi remoti.",,✓,✓,494,
V1,"Architettura, progettazione e Threat Modeling",V1.14,Architettura della Configurazione,V1.14.3,Verificare che la pipeline di build avvisi di componenti obsoleti o non sicuri e intraprenda azioni appropriate.,,✓,✓,1104,
V1,"Architettura, progettazione e Threat Modeling",V1.14,Architettura della Configurazione,V1.14.4,"Verificare che la pipeline di build contenga un passaggio di build per automatizzare la creazione e la verifica del deployment sicuro dell'applicazione, soprattutto se l'infrastruttura dell'applicazione è software-defined, come gli script di build per ambienti cloud.",,✓,✓,,
V1,"Architettura, progettazione e Threat Modeling",V1.14,Architettura della Configurazione,V1.14.5,"Verificare che le distribuzioni dell'applicazione implementino adeguatamente sandbox, containerizzazione e/o isolamento a livello di rete per rallentare e scoraggiare gli attori malevoli dall'attaccare altre applicazioni, specialmente quando eseguono azioni sensibili o pericolose come la deserializzazione. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,265,
V1,"Architettura, progettazione e Threat Modeling",V1.14,Architettura della Configurazione,V1.14.6,"Verificare che l'applicazione non utilizzi tecnologie client-side non supportate, non sicure o obsolete come plugin NSAPI, Flash, Shockwave, ActiveX, Silverlight, NACL o applet Java client-side.",,✓,✓,477,
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.1,Verificare che le password impostate dagli utenti siano lunghe almeno 12 caratteri (dopo aver unito gli spazi multipli). ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.2,Verificare che siano consentite password di almeno 64 caratteri e che vengano rifiutate quelle di oltre 128 caratteri. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.3,"Verificare che non venga effettuato il troncamento della password. Tuttavia, gli spazi multipli consecutivi possono essere sostituiti da un singolo spazio. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.4,"Verificare che nelle password siano consentiti tutti i caratteri Unicode stampabili, inclusi caratteri neutri come spazi ed emoji.",✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.5,Verificare che gli utenti possano cambiare la propria password.,✓,✓,✓,620,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.6,Verificare che la funzionalità di cambio password richieda all'utente la password corrente e quella nuova.,✓,✓,✓,620,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.7,"Verificare che le password inviate durante la registrazione dell'account, l'accesso e il cambio password vengano confrontate con un set di password violate, sia localmente (come le prime 1.000 o 10.000 password più comuni che corrispondono alla policy password del sistema) o utilizzando un'API esterna. Se si utilizza un'API, è necessario utilizzare zero-knowledge proof o un altro meccanismo per garantire che la password non venga inviata o utilizzata in chiaro per verificare il suo stato di violazione. Se la password è violata, l'applicazione deve richiedere all'utente di impostarne una nuova. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.8,Verificare che venga fornito un misuratore di robustezza della password per aiutare gli utenti a impostare una password più sicura.,✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.9,"Verificare che non esistano regole di composizione password che limitino il tipo di caratteri consentiti. Non dovrebbe essere richiesto l'utilizzo di maiuscole, minuscole, numeri o caratteri speciali. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.10,Verificare che non vi siano requisiti periodici di rotazione delle credenziali o cronologia delle password.,✓,✓,✓,263,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.11,"Verificare che siano consentite le funzionalità ""incolla"", gli assistenti password del browser e i gestori di password esterni.",✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.1,Sicurezza delle Password,V2.1.12,Verificare che l'utente possa scegliere di visualizzare temporaneamente l'intera password mascherata o l'ultimo carattere digitato su piattaforme che non dispongono nativamente di questa funzionalità.,✓,✓,✓,521,5.1.1.2
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.1,"Verificare che i controlli anti-automazione siano efficaci nel mitigare gli attacchi relativi a credenziali compromesse, forza bruta e blocco dell'account. Tali controlli includono il blocco delle password violate più comuni, i blocchi temporanei, la limitazione della velocità, i CAPTCHA, ritardi sempre crescenti tra i tentativi, restrizioni degli indirizzi IP o restrizioni basate sul rischio come posizione, primo accesso su un dispositivo, tentativi recenti di sbloccare l'account o simili. Verificare che non siano possibili più di 100 tentativi falliti all'ora su un singolo account.",✓,✓,✓,307,5.2.2 / 5.1.1.2 / 5.1.4.2 / 5.1.5.2
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.2,"Verificare che l'uso di authenticator deboli (come SMS ed email) sia limitato alla verifica secondaria o all'approvazione delle transazioni e non come sostituto di metodi di autenticazione più sicuri. Verificare che vengano offerti in primis metodi più robusti, che gli utenti siano consapevoli dei rischi o che siano implementate misure adeguate per limitare i rischi di compromissione dell'account.",✓,✓,✓,304,5.2.10
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.3,"Verificare che agli utenti vengano inviate notifiche dopo aggiornamenti dei dettagli di autenticazione, come reset delle credenziali, modifiche dell'email o dell'indirizzo, accessi da posizioni sconosciute o rischiose. Si preferisca l'uso di notifiche push, piuttosto che SMS o email, ma in assenza di notifiche push, SMS o email sono accettabili purché non venga divulgata nessuna informazione sensibile.",✓,✓,✓,620,
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.4,"Verificare la resistenza all'impersonificazione tramite phishing, come l'utilizzo dell'autenticazione a due fattori, dispositivi crittografici (come chiavi connesse con un pulsante per l'autenticazione) o, a livelli AAL più alti, certificati lato client.",,,✓,308,5.2.5
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.5,"Verificare che quando un Credential Service Provider (CSP) e l'applicazione che verifica l'autenticazione sono separati, sia presente un mutual TLS tra i due endpoint.",,,✓,319,5.2.6
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.6,"Verificare la resistenza al replay mediante l'uso obbligatorio di dispositivi OTP (One-Time Password), autenticatori crittografici o codici di lookup.",,,✓,308,5.2.8
V2,Autenticazione,V2.2,Sicurezza Generale degli Authenticator,V2.2.7,Verificare l'autenticazione richiedendo l'inserimento di un token OTP o un'azione iniziata dall'utente come la pressione di un pulsante su una chiave hardware FIDO.,,,✓,308,5.2.9
V2,Autenticazione,V2.3,Ciclo di Vita degli Authenticator,V2.3.1,"Verificare che le password iniziali o i codici di attivazione generate dal sistema SIANO casuali e sicuri, DEVONO essere lunghi almeno 6 caratteri e POSSONO contenere lettere e numeri, con scadenza dopo un breve periodo di tempo. Non è consentito l'utilizzo a lungo termine di questi segreti iniziali.",✓,✓,✓,330,5.1.1.2 / A.3
V2,Autenticazione,V2.3,Ciclo di Vita degli Authenticator,V2.3.2,"Verificare che sia supportata la registrazione e l'utilizzo di dispositivi di autenticazione forniti dall'utente, come token U2F o FIDO.",,✓,✓,308,6.1.3
V2,Autenticazione,V2.3,Ciclo di Vita degli Authenticator,V2.3.3,Verificare che le istruzioni di rinnovo siano inviate con sufficiente anticipo per permettere il rinnovo degli autenticatori con scadenza.,,✓,✓,287,6.1.4
V2,Autenticazione,V2.4,Memorizzazione delle credenziali,V2.4.1,"Verificare che le password siano archiviate in una forma resistente agli attacchi offline. Le password DEVONO essere sottoposte ad hashing e sale usando funzioni approvate di derivazione di chiavi unidirezionale o di hashing delle password. Le funzioni di derivazione di chiavi e di hashing delle password utilizzano come input una password, un sale e un fattore di costo per generare un hash della password. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Autenticazione,V2.4,Memorizzazione delle credenziali,V2.4.2,"Verificare che il sale sia lungo almeno 32 bit e scelto in modo arbitrario per ridurre al minimo le collisioni relative al sale tra gli hash memorizzati. Per ogni credenziale, DEVONO essere archiviati un valore di sale univoco e l'hash risultante. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Autenticazione,V2.4,Memorizzazione delle credenziali,V2.4.3,"Verificare che se viene utilizzato PBKDF2, il numero di iterazioni DOVREBBE essere il più alto consentito dalle prestazioni del server, in genere almeno 100.000 iterazioni. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Autenticazione,V2.4,Memorizzazione delle credenziali,V2.4.4,"Verificare che se viene utilizzato bcrypt, il fattore di lavoro DOVREBBE essere il più alto consentito dalle prestazioni del server, con un minimo di 10. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Autenticazione,V2.4,Memorizzazione delle credenziali,V2.4.5,"Verificare che venga eseguita un'ulteriore iterazione di una funzione di derivazione di chiavi, utilizzando un valore di sale segreto noto solo al verificatore. Generare il valore di sale utilizzando un generatore di bit casuali approvato [SP 800-90Ar1] e fornire almeno il livello minimo di robustezza specificato nell'ultima revisione di SP 800-131A. Il valore segreto del sale DEVE essere archiviato separatamente dalle password con hash (ad esempio, in un dispositivo specializzato come un modulo di sicurezza hardware).",,✓,✓,916,5.1.1.2
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.1,Verificare che un segreto di attivazione iniziale o di recupero generato dal sistema non venga inviato all'utente in chiaro. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.2,"Verificare che i suggerimenti per la password o l'autenticazione basata sulla conoscenza (le cosiddette ""domande segrete"") non siano presenti.",✓,✓,✓,640,5.1.1.2
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.3,Verificare che il recupero delle credenziali tramite password non riveli in alcun modo la password corrente. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.4,"Verificare che non siano presenti account condivisi o di default (ad esempio ""root"", ""admin"" o ""sa"").",✓,✓,✓,16,5.1.1.2 / A.3
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.5,"Verificare che se un fattore di autenticazione viene modificato o sostituito, l'utente ne venga informato.",✓,✓,✓,304,6.1.2.3
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.6,"Verificare che la password dimenticata e gli altri percorsi di recupero utilizzino un meccanismo di recupero sicuro, come OTP basato sul tempo (TOTP) o un altro soft token, push mobile o un altro meccanismo di recupero offline ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,Autenticazione,V2.5,Recupero delle Credenziali,V2.5.7,"Verificare che in caso di perdita di OTP o di meccanismi di autenticazione a più fattori, venga effettuata una verifica dell'identità comparabile al livello di quella effettuata durante la registrazione.",,✓,✓,308,6.1.2.3
V2,Autenticazione,V2.6,Verifica con Look-up Secret ,V2.6.1,Verificare che i look up secrets possano essere utilizzati una sola volta.,,✓,✓,308,5.1.2.2
V2,Autenticazione,V2.6,Verifica con Look-up Secret ,V2.6.2,"Verificare che i lookup secrets abbiano un'entropia sufficiente (112 bit) oppure, se inferiore a 112 bit, siano salati con un valore casuale unico di 32 bit e soggetti ad una funzione hash unidirezionale approvata.",,✓,✓,330,5.1.2.2
V2,Autenticazione,V2.6,Verifica con Look-up Secret ,V2.6.3,"Verificare che i lookup secrets siano resistenti agli attacchi offline, che non siano facilmente prevedibili.",,✓,✓,310,5.1.2.2
V2,Autenticazione,V2.7,Verifica Out of Band ,V2.7.1,"Verificare che gli autenticatori out of band in chiaro (NIST ""restricted""), come SMS o PSTN, non siano offerti per impostazione predefinita e che vengano prima offerte alternative più sicure come le notifiche push.",✓,✓,✓,287,5.1.3.2
V2,Autenticazione,V2.7,Verifica Out of Band ,V2.7.2,"Verificare che il meccanismo out of band faccia scadere le richieste di autenticazione, i codici o i token dopo 10 minuti.",✓,✓,✓,287,5.1.3.2
V2,Autenticazione,V2.7,Verifica Out of Band ,V2.7.3,"Verificare che le richieste di autenticazione, i codici o i token del verificatore fuori banda siano utilizzabili una sola volta e solo per la richiesta di autenticazione originale.",✓,✓,✓,287,5.1.3.2
V2,Autenticazione,V2.7,Verifica Out of Band ,V2.7.4,Verificare che il meccanismo out of band di autenticazione e di verifica comunichino su un canale indipendente sicuro.,✓,✓,✓,523,5.1.3.2
V2,Autenticazione,V2.7,Verifica Out of Band ,V2.7.5,Verificare che il meccanismo out of band conservi solo una versione con hash del codice di autenticazione.,,✓,✓,256,5.1.3.2
V2,Autenticazione,V2.7,Verifica Out of Band ,V2.7.6,"Verificare che il codice di autenticazione iniziale sia generato da un generatore di numeri casuali sicuro, contenente almeno 20 bit di entropia (in genere è sufficiente un numero casuale a sei cifre).",,✓,✓,310,5.1.3.2
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.1,Verificare che gli OTP basati sul tempo abbiano una durata definita prima della scadenza.,✓,✓,✓,613,5.1.4.2 / 5.1.5.2
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.2,"Verificare che le chiavi simmetriche utilizzate per verificare gli OTP inviati siano protette adeguatamente, ad esempio utilizzando un modulo di sicurezza hardware (HSM) o un key storage sicuro fornito dal sistema operativo.",,✓,✓,320,5.1.4.2 / 5.1.5.2
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.3,"Verificare che nella generazione, nell'inizializzazione e nella verifica degli OTP vengano utilizzati algoritmi crittografici approvati.",,✓,✓,326,5.1.4.2 / 5.1.5.2
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.4,Verificare che gli OTP monouso basati sul tempo possano essere utilizzati una sola volta entro il periodo di validità.,,✓,✓,287,5.1.4.2 / 5.1.5.2
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.5,"Verificare che se un token OTP multi-fattore basato sul tempo viene riutilizzato durante il periodo di validità, venga registrato e rifiutato con l'invio di una notifica al detentore del dispositivo.",,✓,✓,287,5.1.5.2
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.6,"Verificare che il dispositivo hardware generatore di codici OTP possa essere revocato in caso di furto o smarrimento. Garantire che la revoca sia immediata su tutte le sessioni aperte, indipendentemente dalla posizione.",,✓,✓,613,5.2.1
V2,Autenticazione,V2.8,Verifica Monouso,V2.8.7,Verificare che gli autenticatori biometrici siano limitati all'uso solo come fattori secondari in combinazione con qualcosa che si possiede e qualcosa che si conosce.,,o,✓,308,5.2.3
V2,Autenticazione,V2.9,Verifica Crittografica,V2.9.1,"Verificare che le chiavi crittografiche utilizzate nella verifica siano archiviate in modo sicuro e protette dalla divulgazione, ad esempio utilizzando un Trusted Platform Module (TPM) o un Hardware Security Module (HSM), o un servizio del sistema operativo in grado di utilizzare questi meccanismi.",,✓,✓,320,5.1.7.2
V2,Autenticazione,V2.9,Verifica Crittografica,V2.9.2,Verificare che il nonce sia di almeno 64 bit e statisticamente unico o unico per l'intera durata di vita del dispositivo crittografico.,,✓,✓,330,5.1.7.2
V2,Autenticazione,V2.9,Verifica Crittografica,V2.9.3,"Verificare che vengano utilizzati algoritmi crittografici approvati per la generazione, l'inizializzazione e la verifica.",,✓,✓,327,5.1.7.2
V2,Autenticazione,V2.10,Autenticazione del Servizio,V2.10.1,"Verificare che i segreti interni al servizio non si basino su credenziali statiche come password, chiavi API o account condivisi con accesso privilegiato.",,OS assisted,HSM,287,5.1.1.1
V2,Autenticazione,V2.10,Autenticazione del Servizio,V2.10.2,"Verificare che, se sono richieste password per l'autenticazione del servizio, l'account di servizio utilizzato non sia uno predefinito. (ad esempio root/root o admin/admin sono predefiniti in alcuni servizi durante l'installazione).",,OS assisted,HSM,255,5.1.1.1
V2,Autenticazione,V2.10,Autenticazione del Servizio,V2.10.3,"Verificare che le password siano archiviate con una protezione sufficiente per prevenire attacchi di recupero offline, incluso l'accesso al sistema locale.",,OS assisted,HSM,522,5.1.1.1
V2,Autenticazione,V2.10,Autenticazione del Servizio,V2.10.4,"Verificare che password, integrazioni con database e sistemi di terze parti, seed e segreti interni e chiavi API siano gestiti in modo sicuro e non siano inclusi nel codice sorgente o archiviati all'interno dei repository del codice sorgente. Tale archiviazione DOVREBBE resistere agli attacchi offline. Si raccomanda l'utilizzo di un archivio software sicuro delle chiavi (L1), hardware TPM o un HSM (L3) per l'archiviazione delle password.",,OS assisted,HSM,798,
V3,Gestione delle sessioni,V3.1,Sicurezza Fondamentale della Gestione Sessione,V3.1.1,Verificare che l'applicazione non riveli mai token di sessione nei parametri dell'URL.,✓,✓,✓,598,
