chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V1,"Architektur, Design und Threat Modeling",V1.2,Architektur der Authentifizierung,V1.2.4,"Prüfen Sie, dass alle Authentifizierungspfade und Identitätsmanagement-APIs eine einheitliche Stärke der Authentifizierung implementieren, so dass es keine schwächeren Alternativen pro Anwendungsrisiko gibt.",,✓,✓,306,
V1,"Architektur, Design und Threat Modeling",V1.4,Architektur der Zugriffskontrolle,V1.4.1,"Prüfen Sie, dass Zugriffskontrollen von vertrauenswürdigen Stellen, wie z.B. Accesscontrol Gateways, Servern oder serverlosen Funktionen, ausgeführt werden. Implementieren Sie Zugriffskontrollen niemals am Client.",,✓,✓,602,
V1,"Architektur, Design und Threat Modeling",V1.4,Architektur der Zugriffskontrolle,V1.4.2,"[GELÖSCHT, NICHT UMSETZBAR]",,,,,
V1,"Architektur, Design und Threat Modeling",V1.4,Architektur der Zugriffskontrolle,V1.4.3,"[GELÖSCHT, DUPLIKAT VON 4.1.3]",,,,,
V1,"Architektur, Design und Threat Modeling",V1.4,Architektur der Zugriffskontrolle,V1.4.4,"Prüfen Sie, dass die Anwendung mit einer einzigen und gut erprobten Zugriffssteuerung auf geschützte Daten und Ressourcen zugreift. Alle Anfragen müssen diesen einen Weg nutzen, um Kopieren und Einfügen oder unsichere Alternativpfade zu vermeiden. ([C7](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,284,
V1,"Architektur, Design und Threat Modeling",V1.4,Architektur der Zugriffskontrolle,V1.4.5,"Prüfen Sie, dass eine attribut- oder merkmalsbasierte Zugriffskontrolle verwendet wird, die die Berechtigung des Benutzers zum Zugriff auf ein Merkmal oder Datenelement und nicht nur seine Rolle prüft. Die Berechtigungen sollten weiterhin über Rollen vergeben werden. ([C7](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,275,
V1,"Architektur, Design und Threat Modeling",V1.5,Architektur des Ein- und Ausgabemanagements ,V1.5.1,"Prüfen Sie, dass die Ein- und Ausgabeanforderungen klar definieren, wie die Daten auf der Grundlage des Typs, des Inhalts und der anwendbaren Gesetze, Vorschriften und anderen Richtlinien zu verarbeiten sind.",,✓,✓,1029,
V1,"Architektur, Design und Threat Modeling",V1.5,Architektur des Ein- und Ausgabemanagements ,V1.5.2,"Prüfen Sie, dass bei der Kommunikation mit nicht vertrauenswürdigen Clients keine Serialisierung verwendet wird. Ist dies nicht möglich, prüfen Sie, dass die Integrität geprüft und bei sensiblen Daten auch verschlüsselt wird, um Deserialisierungsangriffe oder Object Injection Angriffe zu verhindern.",,✓,✓,502,
V1,"Architektur, Design und Threat Modeling",V1.5,Architektur des Ein- und Ausgabemanagements ,V1.5.3,"Prüfen Sie, dass die Eingabevalidierung in einer vertrauenswürdigen Serviceschicht durchgesetzt wird. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,602,
V1,"Architektur, Design und Threat Modeling",V1.5,Architektur des Ein- und Ausgabemanagements ,V1.5.4,"Prüfen Sie, dass die Ausgabecodierung in der Nähe des oder durch den Interpreter erfolgt, für den sie bestimmt ist. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,116,
V1,"Architektur, Design und Threat Modeling",V1.6,Architektur kryptographischer Maßnahmen,V1.6.1,"Prüfen Sie, dass es eine explizite Richtlinie für das Schlüsselmanagement gibt, und dass der Lebenszyklus eines kryptografischen Schlüssels konform zu einem Standard für das Schlüsselmanagement wie NIST SP 800-57 ist.",,✓,✓,320,
V1,"Architektur, Design und Threat Modeling",V1.6,Architektur kryptographischer Maßnahmen,V1.6.2,"Prüfen Sie, dass Nutzer kryptografischer Dienste Schlüssel und andere Geheimnisse mit Hilfe von Schlüsseltresoren oder API-basierte Alternativen schützen.",,✓,✓,320,
V1,"Architektur, Design und Threat Modeling",V1.6,Architektur kryptographischer Maßnahmen,V1.6.3,"Prüfen Sie, dass alle Schlüssel und Passwörter ersetzbar und Teil eines genau definierten Prozesses zur Neuverschlüsselung sensibler Daten sind.",,✓,✓,320,
V1,"Architektur, Design und Threat Modeling",V1.6,Architektur kryptographischer Maßnahmen,V1.6.4,"Prüfen Sie, dass clientseitige Geheimnisse, wie symmetrische Schlüssel, Passwörter oder API-Token, architektonisch als unsicher betrachtet werden. Sie dürfen nicht zum Schutz sensibler Daten verwendet werden.",,✓,✓,320,
V1,"Architektur, Design und Threat Modeling",V1.7,"Architektur von Fehlerbehandlung, Protokollierung und Audit",V1.7.1,"Prüfen Sie, dass im gesamten System Herangehensweise und Protokollformat einheitlich sind. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,1009,
V1,"Architektur, Design und Threat Modeling",V1.7,"Architektur von Fehlerbehandlung, Protokollierung und Audit",V1.7.2,"Prüfen Sie, dass die Protokolle zur Analyse, Erkennung, Alarmierung und Eskalation sicher übertragen werden - vorzugsweise an ein eigenständiges System. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,,
V1,"Architektur, Design und Threat Modeling",V1.8,Architektonische Anforderungen zur Einhaltung des Datenschutzes,V1.8.1,"Prüfen Sie, dass alle sensiblen Daten identifiziert und klassifiziert werden.",,✓,✓,,
V1,"Architektur, Design und Threat Modeling",V1.8,Architektonische Anforderungen zur Einhaltung des Datenschutzes,V1.8.2,"Prüfen Sie, dass für alle Schutzklassen entsprechende Anforderungen existieren, z. B. an die Vertraulichkeit, die Integrität, Aufbewahrung, Datenschutz etc. und dass diese in der Architektur angewendet werden.",,✓,✓,,
V1,"Architektur, Design und Threat Modeling",V1.9,Architektur der Kommunikationsverbindungen,V1.9.1,"Prüfen Sie, dass die Anwendung die Kommunikation zwischen Komponenten verschlüsselt, insbesondere wenn sich diese in verschiedenen Containern, Systemen, Standorten oder Cloudanbietern befinden. ([C3](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,319,
V1,"Architektur, Design und Threat Modeling",V1.9,Architektur der Kommunikationsverbindungen,V1.9.2,"Prüfen Sie, dass die Anwendungskomponenten die Authentizität beider Seiten einer Kommunikationsverbindung verifizieren, um Man-in-the-Middle-Angriffe zu verhindern. Beispielsweise sollten die Anwendungskomponenten TLS-Zertifikate und Zertifikatsketten verifizieren.",,✓,✓,295,
V1,"Architektur, Design und Threat Modeling",V1.10,Architektonische Anforderungen zum Schutz vor unbefugten Änderungen,V1.10.1,"Prüfen Sie, dass das Quellcodeverwaltungssystem sicherstellt, dass Check-Ins mit Issues oder Änderungstickets einhergehen. Das Quellcodeverwaltungssystem sollte über eine Zugriffskontrolle und identifizierbare Benutzer verfügen, um Änderungen nachverfolgen zu können.",,✓,✓,284,
V1,"Architektur, Design und Threat Modeling",V1.11,Architektur der Geschäftslogik,V1.11.1,Prüfen Sie die Definition und Dokumentation aller Anwendungskomponenten auf die von ihnen bereitgestellten Fach- oder Sicherheitsfunktionen.,,✓,✓,1059,
V1,"Architektur, Design und Threat Modeling",V1.11,Architektur der Geschäftslogik,V1.11.2,"Prüfen Sie, dass alle geschäftskritischen Abläufe, inkl. der Authentifizierung, des Sessionmanagements und der Zugriffssteuerung stets synchronisiert sind.",,✓,✓,362,
V1,"Architektur, Design und Threat Modeling",V1.11,Architektur der Geschäftslogik,V1.11.3,"Prüfen Sie, dass alle geschäftskritischen Abläufe, einschließlich der Authentifizierung, des Sessionmanagements und der Zugriffssteuerung thread-sicher und sicher gegen TOCTOU Race Conditions sind.",,,✓,367,
V1,"Architektur, Design und Threat Modeling",V1.12,Sicheres Datei Upload ,V1.12.1,"[GELÖSCHT, DUPLIKAT VON 12.4.1]",,,,,
V1,"Architektur, Design und Threat Modeling",V1.12,Sicheres Datei Upload ,V1.12.2,"Prüfen Sie, dass vom Benutzer hochgeladene Dateien - sofern sie angezeigt oder von der Anwendung heruntergeladen werden müssen - entweder durch Oktett-Stream-Downloads oder von einer nicht verwandten Domäne, wie z.B. einem Cloud File Storage Bucket, bereitgestellt werden. Implementieren Sie geeignete Sicherheitsmaßnahmen für Dateiinhalte, um das Risiko von Angriffen mit Hilfe der hochgeladenen Datei zu reduzieren.",,✓,✓,646,
V1,"Architektur, Design und Threat Modeling",V1.14,Architektonische Anforderungen an die Konfiguration,V1.14.1,"Prüfen Sie die Trennung von Komponenten unterschiedlicher Vertrauensstufen durch gut durchdachte Sicherheitsmaßnahmen, Firewallregeln, API-Gateways, Reverseproxies, cloudbasierte Sicherheitsgruppen o.ä.",,✓,✓,923,
V1,"Architektur, Design und Threat Modeling",V1.14,Architektonische Anforderungen an die Konfiguration,V1.14.2,"Prüfen Sie, dass digitale Signaturen, vertrauenswürdige Verbindungen und vertrauenswürdige Downloadquellen verwendet werden, um Binärdaten auf Endgeräte zu verteilen.",,✓,✓,494,
V1,"Architektur, Design und Threat Modeling",V1.14,Architektonische Anforderungen an die Konfiguration,V1.14.3,"Prüfen Sie, dass die Buildpipeline vor veralteten oder unsicheren Komponenten warnt und entsprechende Maßnahmen ergreift.",,✓,✓,1104,
V1,"Architektur, Design und Threat Modeling",V1.14,Architektonische Anforderungen an die Konfiguration,V1.14.4,"Prüfen Sie, dass die Buildpipeline einen Schritt enthält, um die sichere Deploymentversion der Anwendung automatisch zu erstellen und zu verifizieren, insbesondere wenn die Anwendungsinfrastruktur softwarebasiert ist, wie z. B. Cloudumgebungen.",,✓,✓,,
V1,"Architektur, Design und Threat Modeling",V1.14,Architektonische Anforderungen an die Konfiguration,V1.14.5,"Prüfen Sie, dass Anwendungen auf der Netzwerkebene voneinander separiert sind, z.B.  per Sandbox oder Container, um Angreifer auszubremsen und davon abzuhalten, andere Anwendungen anzugreifen, insbesondere wenn sie sensible Aktionen wie eine Deserialisierung durchführen. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,265,
V1,"Architektur, Design und Threat Modeling",V1.14,Architektonische Anforderungen an die Konfiguration,V1.14.6,"Prüfen Sie, dass die Anwendung keine nicht unterstützten, unsicheren oder veralteten clientseitigen Technologien wie NSAPI-Plugins, Flash, Shockwave, ActiveX, Silverlight, NACL oder clientseitige Java-Applets verwendet.",,✓,✓,477,
V2,,V2.1,Passwortsicherheit,V2.1.1,"Prüfen Sie, dass Benutzerpasswörter mindestens 12 Zeichen lang sind, nachdem zusammenhängende Leerzeichen gekürzt wurden. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.2,"Prüfen Sie, dass Passwörter mit 64 oder mehr Zeichen erlaubt sind, jedoch nicht mehr als 128 Zeichen. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.3,"Prüfen Sie, dass Passwörter nicht gekürzt werden. Mehrere aufeinanderfolgende Leerzeichen können zu einem zusammengefasst werden. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.4,"Prüfen Sie, ob alle druckbaren Unicode-Zeichen, auch Leerzeichen oder Emojis,  in Passwörtern zulässig sind.",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.5,"Prüfen Sie, dass Benutzer ihr Passwort ändern können.",✓,✓,✓,620,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.6,"Prüfen Sie, dass die Passwortänderungsfunktion das bisherige sowie das neue Kennwort des Benutzers erfordert.",✓,✓,✓,620,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.7,"Prüfen Sie, dass die bei der Kontoregistrierung, beim Login und bei der Passwortänderung übermittelten Passwörter mit einen Satz verletzter Passwörtern verglichen werden, und zwar entweder lokal (z. B. mit den 1.000 oder 10.000 häufigsten Passwörtern, die mit der Passwortrichtlinie des Systems übereinstimmen) oder mit Hilfe einer externen API. Bei Verwendung einer API muss sichergestellt werden, dass das Klartextpasswort nicht gesendet oder anderweitig offengelegt wird. Wird das Passwort offengelegt, muss die Anwendung den Benutzer auffordern, ein neues Passwort festzulegen. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.8,"Prüfen Sie, dass ein Maß für die Passwortstärke bereitgestellt wird, damit Benutzer ein stärkeres Passwort erstellen können.",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.9,"Prüfen Sie, dass es keine Regeln für die Zusammenstellung der Passwörter gibt, welche die Art der zulässigen Zeichen einschränken. Die Verwendung bestimmter Zeichen, wie Groß- oder Kleinschreibung, Zahlen oder Sonderzeichen sollte nicht verlangt werden. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.10,"Prüfen Sie, dass weder periodischer Passwortwechsel notwendig ist noch eine Passworthistorie gespeichert wird.",✓,✓,✓,263,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.11,"Prüfen Sie, dass die „Einfügen“-Funktion, Passworthilfen der Browser und externe Passwortmanager zugelassen sind.",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Passwortsicherheit,V2.1.12,"Prüfen Sie, dass der Benutzer wählen kann, entweder das gesamte Passwort vorübergehend angezeigt zu bekommen oder das letzte eingetippte Zeichen des Passwortes angezeigt zu bekommen.",✓,✓,✓,521,5.1.1.2
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.1,"Prüfen Sie, dass Maßnahmen gegen automatische Angriffe, wie das Ausprobieren von Passworten oder das Aussperren von Benutzern, wirksam umgesetzt sind. Dazu gehören das Blockieren der am häufigsten verwendeten Passwörter, Soft-Lockouts, die Begrenzung der Anzahl von Anmeldungen, CAPTCHA, wachsende Verzögerungen zwischen den Fehlversuchen, IP-Adressbeschränkungen oder risikobasierte Einschränkungen wie Standort, erste Anmeldung auf einem Gerät, kürzliche Versuche, das Konto zu entsperren oder Ähnliches. Prüfen Sie, dass nicht mehr als 100 Fehlversuche pro Stunde bei einem einzelnen Konto möglich sind.",✓,✓,✓,307,5.2.2 / 5.1.1.2 / 5.1.4.2 / 5.1.5.2
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.2,"Prüfen Sie, dass der Einsatz schwacher Authentifikationsmethoden, wie SMS und E-Mail, auf die sekundäre Verifizierung und Transaktionsgenehmigung beschränkt ist und nicht als Ersatz für sicherere Authentifizierungsmethoden dient. Prüfen Sie, dass stärkere Methoden vor schwachen Methoden eingesetzt werden, dass sich die Benutzer der Risiken bewusst sind oder dass geeignete Maßnahmen zur Begrenzung des Risikos getroffen werden.",✓,✓,✓,304,5.2.10
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.3,"Prüfen Sie, dass die Benutzer sichere Benachrichtigungen nach Aktualisierungen der Authentifizierungsdetails, wie z. B. das Zurücksetzen von Anmeldedaten, E-Mail- oder Adressänderungen, Anmeldung von unbekannten oder risikobehafteten Orten erhalten. Die Verwendung von Push-Benachrichtigungen - anstelle von SMS oder E-Mail - ist vorzuziehen. Bei fehlenden Push-Benachrichtigungen sind SMS oder E-Mail jedoch akzeptabel, solange in der Benachrichtigung keine sensiblen Informationen offengelegt werden.",✓,✓,✓,620,
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.4,"Prüfen Sie die Resistenz gegen Phishing durch Authentifizierung mittels Mehrfaktor-Authentifizierung, Public Key Kryptographie, Chipkarten und Push-Nachrichten, auf höheren AAL-Ebenen: clientseitige Zertifikate.",,,✓,308,5.2.5
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.5,"Prüfen Sie, dass der CSP und die nutzende Anwendung über zweiseitig authentifiziertes TLS kommunizieren.",,,✓,319,5.2.6
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.6,"Prüfen Sie, dass Authentifikationsdaten nicht wieder eingespielt werden können. Dies kann z.B. mit One Time Password (OTP) Generatoren, Chipkarten o.ä. verhindert werden.",,,✓,308,5.2.8
V2,,V2.2,Allgemeine Sicherheitsanforderungen an den Authentifikator,V2.2.7,"Prüfen Sie, dass eine Authentifikation nicht unbeabsichtigt stattfinden kann. Verlangen Sie die Eingabe eines OTP-Tokens oder eine vom Benutzer initiierte Aktion, wie z.B. einen Tastendruck auf einem FIDO-Hardwaretoken.",,,✓,308,5.2.9
V2,,V2.3,Lebenszyklus des Authentifikators,V2.3.1,Vom System generierte Anfangspasswörter oder Aktivierungscodes SOLLTEN sicher zufällig generiert werden. Sie SOLLTEN mindestens 6 Zeichen lang sein und KÖNNEN Buchstaben und Zahlen enthalten. Sie MÜSSEN nach einer kurzen Zeitspanne ablaufen. Diese Initialpasswörter dürfen nicht zum dauerhaften Passwort werden.,✓,✓,✓,330,5.1.1.2 / A.3
V2,,V2.3,Lebenszyklus des Authentifikators,V2.3.2,"Prüfen Sie, dass die Registrierung und die Verwendung von vom Teilnehmer bereitgestellten Authentifizierungsgeräten unterstützt werden, wie z. B. U2F- oder FIDO-Token.",,✓,✓,308,6.1.3
V2,,V2.3,Lebenszyklus des Authentifikators,V2.3.3,"Prüfen Sie, dass die Aufforderung zur Erneuerung zeitgebundener Authentifikatoren rechtzeitig gesendet werden.",,✓,✓,287,6.1.4
V2,,V2.4,Speicherung der Anmeldedaten,V2.4.1,"Prüfen Sie, dass die Passwörter in einer Form gespeichert werden, die immun gegen Offlineangriffe ist. Passwörter MÜSSEN mit einem Salt versehen werden. Der Passworthash muss mit Hilfe einer sicheren Funktion zur Schlüsselberechnung oder einer Passwort-Hashfunktion berechnet werden. Die Funktionen zur Schlüsselberechnung und zum Passwort-Hashing nehmen ein Passwort, einen Salt und einen Kostenfaktor als Eingabewerte. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Speicherung der Anmeldedaten,V2.4.2,"Prüfen Sie, dass das Salt mindestens 32 Bit lang ist und zufällig gewählt wird, um Saltwertkollisionen zwischen gespeicherten Hashes zu minimieren. Für jede Anmeldeinformation (Credential) MUSS ein eindeutiger Saltwert und der daraus resultierende Hash gespeichert werden. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Speicherung der Anmeldedaten,V2.4.3,"Prüfen Sie, dass bei Verwendung von PBKDF2 der Iterationszähler so groß sein SOLLTE, wie es die Leistung des Verifikationsservers zulässt, normalerweise mindestens 100.000 Iterationen. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Speicherung der Anmeldedaten,V2.4.4,"Prüfen Sie, dass bei Verwendung von bcrypt der Arbeitsfaktor so groß sein SOLLTE, wie es die Leistung des Verifikationsservers erlaubt, jedoch mindestens 10. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Speicherung der Anmeldedaten,V2.4.5,"Prüfen Sie, dass eine zusätzliche Iteration einer Funktion zur Schlüsselberechnung durchgeführt wird. Dabei ist ein Saltwert zu verwenden, der nur dem Verifizierer bekannt ist. Generieren Sie den Saltwert mit einem zugelassenen Zufallsgenerator [SP 800-90Ar1]. Stellen Sie die in der letzten Revision von SP 800-131A angegebene Mindestsicherheitsstärke sicher. Der geheime Saltwert MUSS getrennt von den gehashten Passwörtern gespeichert werden, z.B. in einem speziellen Gerät wie einem HSM.",,✓,✓,916,5.1.1.2
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.1,"Prüfen Sie, dass ein vom System generiertes Initial- oder Wiederherstellungsgeheimnis nicht im Klartext an den Benutzer gesendet wird. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.2,"Prüfen Sie, dass keine Hinweise auf Passwörter oder wissensbasierte Authentifizierung, z.B. „geheime Fragen“ vorliegen.",✓,✓,✓,640,5.1.1.2
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.3,"Prüfen Sie, dass die Wiederherstellung von Anmeldedaten das aktuelle Kennwort nicht preisgibt. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.4,"Prüfen Sie, dass Gemeinschafts- oder Standardkonten, z.B. „root“, „admin“, „Gast“ oder „sa“ deaktiviert oder gelöscht sind.",✓,✓,✓,16,5.1.1.2 / A.3
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.5,"Prüfen Sie, dass der Benutzer informiert wird, wenn ein Authentifizierungsfaktor geändert oder ersetzt wird.",✓,✓,✓,304,6.1.2.3
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.6,"Prüfen Sie, dass der Prozess zur Wiederherstellung, z.B. für vergessene Passwörter, einen sicheren Kanal, z. B. TOTP oder andere Softtoken, Mobile Push oder andere Offlinekanäle, verwendet. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,,V2.5,Wiederherstellung von Anmeldedaten,V2.5.7,"Prüfen Sie, dass der Identitätsnachweis bei Verlust von OTP- oder Mehrfaktor-Token auf derselben Ebene wie bei der Registrierung durchgeführt wird.",,✓,✓,308,6.1.2.3
V2,,V2.6,Verifizierung von TAN-Listen,V2.6.1,"Prüfen Sie, dass die Geheimcodes nur einmal verwendet werden können.",,✓,✓,308,5.1.2.2
V2,,V2.6,Verifizierung von TAN-Listen,V2.6.2,"Prüfen Sie, ob die Geheimcodes eine ausreichende Zufälligkeit aufweisen (112 Bit Entropie). Falls weniger als 112 Bit Entropie vorhanden sind, sind ein einzigartiger und zufälliger 32 Bit Salt und eine zugelassene Hashfunktion zu nutzen.",,✓,✓,330,5.1.2.2
V2,,V2.6,Verifizierung von TAN-Listen,V2.6.3,"Prüfen Sie, dass Geheimcodes gegen Offlineangriffe, wie z.B. vorhersehbare Werte, immun sind.",,✓,✓,310,5.1.2.2
V2,,V2.7,Out-of-Band Verifizierer,V2.7.1,"Prüfen  Sie, dass Out-of-Band Authentifikatoren, die NIST „restricted“ sind, wie z.B. SMS, nicht standardmäßig angeboten werden und dass stärkere Alternativen wie Push-Nachrichten zuerst angeboten werden.",✓,✓,✓,287,5.1.3.2
V2,,V2.7,Out-of-Band Verifizierer,V2.7.2,"Prüfen Sie, dass der Out-of-Band Verifizierer bei Out-of-Band Authentifizierungsanforderungen, -Codes oder -Tokens nach 10 Minuten abläuft.",✓,✓,✓,287,5.1.3.2
V2,,V2.7,Out-of-Band Verifizierer,V2.7.3,"Prüfen Sie, dass Authentifizierungsanfragen, -Codes oder ‑Token an den Out-of-Band Verifizierer nur einmal und nur für die ursprüngliche Authentifizierungsanfrage verwendbar sind.",✓,✓,✓,287,5.1.3.2
V2,,V2.7,Out-of-Band Verifizierer,V2.7.4,"Prüfen Sie, dass der Out-of-Band Authentifizierer und der Verifizierer über einen sicheren, unabhängigen Kanal kommunizieren.",✓,✓,✓,523,5.1.3.2
V2,,V2.7,Out-of-Band Verifizierer,V2.7.5,"Prüfen Sie, dass der Out-of-Band Verifizierer nur eine gehashte Version des Authentifizierungscodes speichert.",,✓,✓,256,5.1.3.2
V2,,V2.7,Out-of-Band Verifizierer,V2.7.6,"Prüfen Sie, dass der initiale Authentifizierungscode von einem sicheren Zufallszahlengenerator erzeugt wird, der mindestens 20 Bit Entropie enthält. Normalerweise ist eine sechsstellige Zufallszahl ausreichend.",,✓,✓,310,5.1.3.2
V2,,V2.8,Ein- oder Mehrfaktor-Einwegverifizierer,V2.8.1,"Prüfen Sie, dass zeitbasierte OTPs eine definierte Lebensdauer haben, bevor sie ablaufen.",✓,✓,✓,613,5.1.4.2 / 5.1.5.2
V2,,V2.8,Ein- oder Mehrfaktor-Einwegverifizierer,V2.8.2,"Prüfen Sie, dass die symmetrischen Schlüssel, die zur Prüfung der eingegebenen OTPs verwendet werden, sicher geschützt sind, z.B. durch Verwendung eines HSM oder der sicheren Schlüsselspeicherung des Betriebssystems.",,✓,✓,320,5.1.4.2 / 5.1.5.2
