chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V1,"Архитектура, проектирование и моделирование угроз",V1.6,Криптографическая защита,V1.6.1,"Убедитесь в наличии формализованной политики управления криптографическими ключами и что жизненный цикл криптографического ключа соответствует стандарту управления ключами, например NIST SP 800-57.",,✓,✓,320,
V1,"Архитектура, проектирование и моделирование угроз",V1.6,Криптографическая защита,V1.6.2,"Убедитесь, что потребители криптографических сервисов защищают ключевой материал и другие секреты с помощью хранилища ключей (vault) или альтернатив на основе API.",,✓,✓,320,
V1,"Архитектура, проектирование и моделирование угроз",V1.6,Криптографическая защита,V1.6.3,"Убедитесь, что все ключи и пароли являются заменяемыми и являются частью формализованного и легко воспроизводимого процесса шифрования чувствительных данных.",,✓,✓,320,
V1,"Архитектура, проектирование и моделирование угроз",V1.6,Криптографическая защита,V1.6.4,"Убедитесь, что на уровне архитектуры секреты на стороне клиента, такие как симметричные ключи, пароли или API-токены, считаются по умолчанию небезопасными, и никогда не используются для защиты или доступа к конфиденциальным данным.",,✓,✓,320,
V1,"Архитектура, проектирование и моделирование угроз",V1.7,"Обработка ошибок, ведение журнала и аудит",V1.7.1,"Убедитесь, что в системе используются единый подход и формат ведения журнала событий. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,1009,
V1,"Архитектура, проектирование и моделирование угроз",V1.7,"Обработка ошибок, ведение журнала и аудит",V1.7.2,"Убедитесь, что журналы событий безопасности надежно передаются в предпочтительно удалённую систему для их дальнейшего анализа, обнаружения аномалий, оповещения соответствующих специалистов и эскалации. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,,
V1,"Архитектура, проектирование и моделирование угроз",V1.8,Защита информации и конфиденциальность,V1.8.1,"Убедитесь, что все чувствительные данные идентифицированы и классифицированы по уровням защиты.",,✓,✓,,
V1,"Архитектура, проектирование и моделирование угроз",V1.8,Защита информации и конфиденциальность,V1.8.2,"Убедитесь, что каждому уровню защиты соответствует набор требований безопасности (целостность, конфиденциальность, сроки хранения и др.), и что эти требования удовлетворяются в архитектуре.",,✓,✓,,
V1,"Архитектура, проектирование и моделирование угроз",V1.9,Передача данных,V1.9.1,"Убедитесь, что приложение шифрует обмен данными между компонентами, особенно когда эти компоненты находятся в разных контейнерах, системах, сайтах или у разных провайдеров облачной инфраструктуры. ([C3](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,319,
V1,"Архитектура, проектирование и моделирование угроз",V1.9,Передача данных,V1.9.2,"Убедитесь, что компоненты приложения аутентифицируют каждую сторону взаимодействия, чтобы предотвратить атаки ""человек посередине"". Например, компоненты приложения должны проверять сертификаты и цепочки доверия TLS.",,✓,✓,295,
V1,"Архитектура, проектирование и моделирование угроз",V1.10,Вредоносный код,V1.10.1,"Убедитесь, что используется система управления исходным кодом и применяются процедуры, гарантирующие, что регистрация кода сопровождается отчетами о проблемах или заявками на изменение. Система управления исходным кодом должна контролировать доступ и идентифицировать пользователей, чтобы можно было отслеживать каждое изменение кода.",,✓,✓,284,
V1,"Архитектура, проектирование и моделирование угроз",V1.11,Бизнес-логика,V1.11.1,"Проверьте определение и документацию на компоненты приложения с точки зрения бизнес-функций или функций безопасности, которые они обеспечивают.",,✓,✓,1059,
V1,"Архитектура, проектирование и моделирование угроз",V1.11,Бизнес-логика,V1.11.2,"Убедитесь, что все ключевые потоки бизнес-логики, включая аутентификацию, управление сессиями и контроль доступа, не используются в несинхронизированном состоянии.",,✓,✓,362,
V1,"Архитектура, проектирование и моделирование угроз",V1.11,Бизнес-логика,V1.11.3,"Убедитесь, что все критичные потоки бизнес-логики, включая аутентификацию, управление сессиями и контроль доступа, являются безопасными с точки зрения их параллельного выполнения и устойчивыми к условиям гонки, вызванной разницей между состояниями приложения в момент проверки и в момент использования (TOCTOU).",,,✓,367,
V1,"Архитектура, проектирование и моделирование угроз",V1.12,Безопасная загрузка файлов,V1.12.1,"[УДАЛЕНО, ДУБЛИРУЕТ 12.4.1]",,,,,
V1,"Архитектура, проектирование и моделирование угроз",V1.12,Безопасная загрузка файлов,V1.12.2,"Убедитесь, что загружаемые пользователем файлы — если требуется их отображение или загрузка из приложения — сохраняются либо как MIME-type: application/octet-stream, либо из несвязанного домена, например из облачного хранилища файлов, Чтобы снизить риск воздействия XSS-векторов или других атак, связанных с загружаемыми файлами, применяется соответствующая политика безопасности контента (CSP).",,✓,✓,646,
V1,"Архитектура, проектирование и моделирование угроз",V1.14,Безопасные конфигурации,V1.14.1,"Контролируйте разделение компонентов с разными уровнями доверия с помощью шлюзов безопасности, правил брандмауэра, шлюзов API, обратных прокси-серверов, облачных групп безопасности и т.п.",,✓,✓,923,
V1,"Архитектура, проектирование и моделирование угроз",V1.14,Безопасные конфигурации,V1.14.2,"Убедитесь, что при развертывании бинарных файлов на удаленных устройствах контролируются их сигнатуры, используются доверенные соединения и конечные точки из списка разрешенных.",,✓,✓,494,
V1,"Архитектура, проектирование и моделирование угроз",V1.14,Безопасные конфигурации,V1.14.3,"Убедитесь, что конвейер сборки предупреждает об устаревших или небезопасных компонентах и предпринимает соответствующие действия.",,✓,✓,1104,
V1,"Архитектура, проектирование и моделирование угроз",V1.14,Безопасные конфигурации,V1.14.4,"Убедитесь, что конвейер содержит этап автоматической сборки и проверки безопасного развертывания приложения, особенно если инфраструктура приложения определяется программно, например сценарием сборки в облачной среде.",,✓,✓,,
V1,"Архитектура, проектирование и моделирование угроз",V1.14,Безопасные конфигурации,V1.14.5,"Убедитесь, что развертывание приложений проводится в «песочнице», контейнере и/или изолировано на сетевом уровне, чтобы сдержать нарушителя от атак на другие приложения, особенно когда они выполняют чувствительные или опасные действия, например, десериализацию. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,265,
V1,"Архитектура, проектирование и моделирование угроз",V1.14,Безопасные конфигурации,V1.14.6,"Убедитесь, что приложение не использует неподдерживаемые, небезопасные или устаревшие клиентские технологии, такие как подключаемые модули NSAPI, Flash, Shockwave, ActiveX, Silverlight, NACL или клиентские Java-апплеты.",,✓,✓,477,
V2,Аутентификация,V2.1,Парольная защита,V2.1.1,"Убедитесь, что устанавливаемые пользователем пароли имеют длину не менее 12 символов (после объединения пробелов, если они идут подряд). ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.2,"Убедитесь, что разрешены пароли длиной не менее 64 символов и что пароли длиной более 128 символов запрещены. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.3,"Убедитесь, что отсутствует усечение пароля по длине. Идущие подряд несколько пробелов могут быть заменены одним. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.4,"Убедитесь, что в паролях разрешены любые печатные символы Unicode, включая нейтральные к языку символы, такие как пробелы и эмодзи.",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.5,"Убедитесь, что пользователи могут менять свой пароль.",✓,✓,✓,620,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.6,"Убедитесь, что при изменении пароля требуется ввести текущий и новый пароль пользователя.",✓,✓,✓,620,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.7,"Убедитесь (локально или с помощью внешнего API), что пароли, введенные при регистрации учетной записи, входе в систему или смене пароля, проверяются на вхождение в состав скомпрометированных (например, в 1000 или 10 000 наиболее распространенных). Для API при проверке следует использовать доказательство с нулевым разглашением или другой механизм, гарантирующий, что пароль не будет отправлен открытым текстом. Если пароль скомпрометирован, то приложение должно потребовать от пользователя ввести другой. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.8,"Убедитесь в наличии индикатора надежности пароля, который поможет пользователям установить более стойкий пароль.",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.9,"Убедитесь, что правила составления пароля не ограничивают допустимый тип символов. Не должно быть никаких требований к наличию символов в верхнем или нижнем регистре, цифр или специальным символов. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.10,"Убедитесь, что нет требований к периодической замене учетных данных или истории паролей.",✓,✓,✓,263,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.11,"Убедитесь, что разрешены функции вставки пароля в соответствующие поля экранных форм, а также утверждены браузерные расширения по управлению паролями и/или менеджеры паролей.",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.1,Парольная защита,V2.1.12,"Убедитесь, что пользователь имеет возможность временно приоткрыть весь маскированный пароль, либо последний введенный символ (если такая функция не включена по умолчанию).",✓,✓,✓,521,5.1.1.2
V2,Аутентификация,V2.2,Базовые требования,V2.2.1,"Убедитесь, что для снижения последствий от взлома учетных данных реализованы механизмы защиты от атак методом перебора и блокирования учетных записей. Такие механизмы включают запрет выбора наиболее распространенных скомпрометированных паролей, временную блокировку учетной записи, ограничение частоты запросов, CAPTCHA, увеличивающиеся интервалы между попытками, ограничение списка допустимых IP-адресов, или основанные на оценке рисков, например, ограничение по местоположению, времени входа и т.п. Убедитесь, что для одной учетной записи разрешено, не более ста неудачных попыток в час.",✓,✓,✓,307,5.2.2 / 5.1.1.2 / 5.1.4.2 / 5.1.5.2
V2,Аутентификация,V2.2,Базовые требования,V2.2.2,"Убедитесь, что использование слабых механизмов аутентификации (таких как SMS и email) ограничивается проверкой второго фактора или подтверждением транзакций, а не заменой более безопасных механизмов. Убедитесь, что сначала предлагаются более надежные методы, а затем более слабые; что пользователи осведомлены о рисках; и что приняты надлежащие меры для ограничения рисков компрометации учётной записи.",✓,✓,✓,304,5.2.10
V2,Аутентификация,V2.2,Базовые требования,V2.2.3,"Убедитесь, что после обновления учетных данных, например, сброса пароля, изменения электронной почты или адреса, входа в систему из неизвестного места, пользователям отправляются уведомления. Предпочтительно использование push-уведомлений, а не SMS или email, но при невозможности использования push-уведомлений  допустимы SMS или email, при условии, что в уведомлении не раскрывается конфиденциальная информация.",✓,✓,✓,620,
V2,Аутентификация,V2.2,Базовые требования,V2.2.4,Убедитесь в устойчивости к фишингу. Для защиты используются многофакторная аутентификация; мобильные устройства с push-аутентификацией (позволяющие подтвердить или отклонить намерение пройти аутентификацию через push-уведомления). На более высоких уровнях AAL — сертификаты на стороне клиента.,,,✓,308,5.2.5
V2,Аутентификация,V2.2,Базовые требования,V2.2.5,"Убедитесь, что если провайдер учётных данных (CSP) и аутентифицирующее приложение разделены, между их конечными точками используется протокол mTLS с взаимной аутентификацией.",,,✓,319,5.2.6
V2,Аутентификация,V2.2,Базовые требования,V2.2.6,"Убедитесь в устойчивости к атакам повторного воспроизведения, требуя обязательного использования одноразовых паролей (OTP), криптографических аутентификаторов или проверочных кодов.",,,✓,308,5.2.8
V2,Аутентификация,V2.2,Базовые требования,V2.2.7,"Убедитесь, что намерение пройти аутентификацию, подтверждается требованием ввести OTP или инициированным пользователем действием, например, нажатием кнопки на аппаратном ключе FIDO.",,,✓,308,5.2.9
V2,Аутентификация,V2.3,Жизненный цикл аутентификатора,V2.3.1,"Убедитесь, что создаваемые системой начальные пароли или коды активации формируются криптографически случайным образом. Они ДОЛЖНЫ иметь длину не менее 6 символов и МОГУТ содержать буквы и цифры, а срок их действия истекает через короткий период времени. Нельзя допускать, чтобы начальный пароль становился долгосрочным.",✓,✓,✓,330,5.1.1.2 / A.3
V2,Аутентификация,V2.3,Жизненный цикл аутентификатора,V2.3.2,"Убедитесь, что поддерживается регистрация и использование предоставленных пользователем устройств аутентификации, таких как токены U2F или FIDO.",,✓,✓,308,6.1.3
V2,Аутентификация,V2.3,Жизненный цикл аутентификатора,V2.3.3,"Убедитесь, что для обновления аутентификаторов с ограниченным сроком действия инструкции по их замене направляются заблаговременно.",,✓,✓,287,6.1.4
V2,Аутентификация,V2.4,Хранение учётных данных,V2.4.1,"Убедитесь, что пароли хранятся в форме, устойчивой к атакам в режиме offline. Пароли ДОЛЖНЫ быть «засолены» и хэшированы с использованием утвержденной односторонней функции формирования ключа или функции хеширования. При генерации хэша функция принимает на вход пароль, соль и показатель стоимости. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Аутентификация,V2.4,Хранение учётных данных,V2.4.2,"Убедитесь, что соль имеет как минимум 32 бит энтропии и выбирается произвольно, чтобы минимизировать коллизии значений соли между сохраненными хэшами. Для КАЖДОГО пароля должны хранится уникальное значение соли и результирующий хэш. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Аутентификация,V2.4,Хранение учётных данных,V2.4.3,"Убедитесь, что если используется функция PBKDF2, то количество итераций ДОЛЖНО быть настолько большим, насколько это позволяет производительность сервера верификации, но не менее 100000 итераций. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Аутентификация,V2.4,Хранение учётных данных,V2.4.4,"Убедитесь, что working factor при использовании bcrypt велик настолько, насколько это позволяет производительность сервера верификации, но не менее 10. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,Аутентификация,V2.4,Хранение учётных данных,V2.4.5,"Убедитесь, что выполняется дополнительная итерация функции формирования ключа с использованием значения соли, которое является секретным и известно только верификатору. Соль формируется с помощью утвержденного генератора случайных битов в соответствии с NIST SP 800-90Ar1 и обеспечивается хотя бы минимальный уровень безопасности, указанный в последней редакции NIST SP 800-131A. Значение секретной соли ДОЛЖНО храниться отдельно от хэшированных паролей (в специализированном устройстве, например, в HSM (аппаратном модуле безопасности).",,✓,✓,916,5.1.1.2
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.1,"Убедитесь, что сгенерированный системой начальный секрет активации или восстановления не отправляется пользователю в виде открытого текста. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.2,"Убедитесь, что не используются подсказки для проверки пароля или аутентификация на основе знаний (так называемые «секретные вопросы»).",✓,✓,✓,640,5.1.1.2
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.3,"Убедитесь, что при восстановлении забытого пароля никоим образом не раскрывается текущий пароль. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.4,"Убедитесь, что отсутствуют неперсонифицированные учетные записи или учетные записи по умолчанию (например, root, admin, sa, guest и т.п.).",✓,✓,✓,16,5.1.1.2 / A.3
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.5,"Убедитесь, что при изменении фактора аутентификации пользователь был уведомлен об этом событии.",✓,✓,✓,304,6.1.2.3
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.6,"Убедитесь, что пути восстановления пароля (Забыли пароль? и др.) используют безопасный механизм, например, OTP на основе времени (TOTP), мобильное push-уведомление или иной механизм передачи по дополнительному каналу. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,Аутентификация,V2.5,Восстановление учётных данных,V2.5.7,"Убедитесь, что в случае потери OTP или любого другого фактора аутентификация выполняется с тем же уровнем безопасности, что и во время регистрации.",,✓,✓,308,6.1.2.3
V2,Аутентификация,V2.6,Проверочные коды,V2.6.1,"Убедитесь, что проверочный код из кодовой таблицы можно использовать только один раз.",,✓,✓,308,5.1.2.2
V2,Аутентификация,V2.6,Проверочные коды,V2.6.2,"Убедитесь, что проверочные коды имеют достаточную случайность (112 бит энтропии). Если их энтропия меньше 112 бит, они «засолены» уникальной и случайной 32-битной солью и хэшированы с помощью утвержденной односторонней функции хэширования.",,✓,✓,330,5.1.2.2
V2,Аутентификация,V2.6,Проверочные коды,V2.6.3,"Убедитесь, что проверочные коды устойчивы к атакам offline. Например, что в них не используются предсказуемые значения.",,✓,✓,310,5.1.2.2
V2,Аутентификация,V2.7,Второй фактор аутентификации,V2.7.1,"Убедитесь, что по умолчанию не предлагается передавать второй фактор аутентификации открытым текстом через SMS или ТСОП. Т.е. сначала предлагаются более безопасные альтернативы, например, push-уведомления.",✓,✓,✓,287,5.1.3.2
V2,Аутентификация,V2.7,Второй фактор аутентификации,V2.7.2,"Убедитесь, что срок действия запросов аутентификации, кодов или токенов, передаваемых по дополнительному каналу, истекает не позже, чем через 10 минут.",✓,✓,✓,287,5.1.3.2
V2,Аутентификация,V2.7,Второй фактор аутентификации,V2.7.3,"Убедитесь, что запросы аутентификации, коды или токены, передаваемые по дополнительному каналу, можно использовать только один раз и только для исходного запроса аутентификации.",✓,✓,✓,287,5.1.3.2
V2,Аутентификация,V2.7,Второй фактор аутентификации,V2.7.4,"Убедитесь, что проверяющая и проверяемая стороны взаимодействуют по отдельному защищенному каналу.",✓,✓,✓,523,5.1.3.2
V2,Аутентификация,V2.7,Второй фактор аутентификации,V2.7.5,"Убедитесь, что проверяющая сторона сохраняет только хешированную версию кода аутентификации.",,✓,✓,256,5.1.3.2
V2,Аутентификация,V2.7,Второй фактор аутентификации,V2.7.6,"Убедитесь, что код аутентификации формируется криптографическим генератором случайных чисел, и содержит не менее 20 бит энтропии (обычно достаточно шестизначного случайного числа).",,✓,✓,310,5.1.3.2
V2,Аутентификация,V2.8,OTP,V2.8.1,"Убедитесь, что основанные на времени одноразовые пароли (OTP) имеют конечный срок действия.",✓,✓,✓,613,5.1.4.2 / 5.1.5.2
V2,Аутентификация,V2.8,OTP,V2.8.2,"Убедитесь, что симметричные ключи, используемые для проверки отправленных одноразовых паролей, надежно защищены, например, с помощью аппаратного модуля безопасности (HSM) или безопасного хранилища ключей. предоставляемого операционной системой.",,✓,✓,320,5.1.4.2 / 5.1.5.2
V2,Аутентификация,V2.8,OTP,V2.8.3,"Убедитесь, что при создании, заполнении и проверке одноразовых паролей используются утвержденные криптографические алгоритмы.",,✓,✓,326,5.1.4.2 / 5.1.5.2
V2,Аутентификация,V2.8,OTP,V2.8.4,"Убедитесь, что одноразовый пароль на основе времени можно использовать только один раз в течение срока действия.",,✓,✓,287,5.1.4.2 / 5.1.5.2
V2,Аутентификация,V2.8,OTP,V2.8.5,"Убедитесь, что если многофакторный OTP-токен на основе времени используется повторно в течение срока действия, то это событие регистрируется, токен не принимается, а владельцу устройства направляется уведомление.",,✓,✓,287,5.1.5.2
V2,Аутентификация,V2.8,OTP,V2.8.6,"Убедитесь, что физический генератор однофакторных одноразовых паролей может быть отозван в случае его кражи или утери. Убедитесь, что отзыв вступает в силу немедленно во всех сессиях, в которых выполнен вход, независимо от местоположения.",,✓,✓,613,5.2.1
V2,Аутентификация,V2.8,OTP,V2.8.7,"Убедитесь, что биометрические факторы аутентификации можно использовать только в качестве дополнительных, в сочетании с тем, что у вас есть, или с чем-то, что вы знаете.",,o,✓,308,5.2.3
V2,Аутентификация,V2.9,Криптографический верификатор,V2.9.1,"Убедитесь, что криптографические ключи, используемые при проверке, хранятся в тайне и защищены от разглашения, например с помощью модуля доверенной платформы (TPM) или аппаратного модуля безопасности (HSM) или службы ОС, которая может использовать это защищенное хранилище.",,✓,✓,320,5.1.7.2
V2,Аутентификация,V2.9,Криптографический верификатор,V2.9.2,"Убедитесь, что одноразовая случайная строка (nonce) в запросе имеет длину не менее 64 бит и является уникальной статистически или в течение срока службы криптографического устройства.",,✓,✓,330,5.1.7.2
V2,Аутентификация,V2.9,Криптографический верификатор,V2.9.3,"Убедитесь, что при создании и проверке используются утвержденные криптографические алгоритмы.",,✓,✓,327,5.1.7.2
V2,Аутентификация,V2.10,Технические учётные записи,V2.10.1,"Убедитесь, что секреты технических учетных записей не зависят от неизменных учётных данных, таких как пароли, ключи API или неперсонифицированные учетные записи с привилегированным доступом.",,ОС,HSM,287,5.1.1.1
V2,Аутентификация,V2.10,Технические учётные записи,V2.10.2,"Убедитесь, что если для аутентификации технической учётной записи требуется пароль, то она не является учётной записью по умолчанию. Например, во время установки иногда используются root /root или admin / admin.",,ОС,HSM,255,5.1.1.1
V2,Аутентификация,V2.10,Технические учётные записи,V2.10.3,"Убедитесь, что пароли хранятся с достаточной защитой для предотвращения атак восстановления offline, включая доступ к локальной системе.",,ОС,HSM,522,5.1.1.1
V2,Аутентификация,V2.10,Технические учётные записи,V2.10.4,"Убедитесь, что пароли, строки подключения к базам данных и внешним системам, векторы инициализации и внутренние секреты, а также ключи API хранятся в тайне, и не включаются в исходный код, не хранятся в репозиториях исходного кода. Такое хранилище ДОЛЖНО противостоять атакам в режиме offline. Для хранения паролей рекомендуется использовать безопасное хранилище программных ключей (L1), аппаратный TPM или HSM (L3).",,ОС,HSM,798,
V3,Управление сессиями,V3.1,Базовые требования,V3.1.1,"Убедитесь, что приложение не указывает сессионные токены в параметрах URL.",✓,✓,✓,598,
V3,Управление сессиями,V3.2,Создание сессии,V3.2.1,"Убедитесь, что при аутентификации пользователя приложение каждый раз создает новый сессионный токен. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,384,7.1
V3,Управление сессиями,V3.2,Создание сессии,V3.2.2,"Убедитесь, что сессионные токены обладают энтропией как минимум в 64-бит. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,331,7.1
V3,Управление сессиями,V3.2,Создание сессии,V3.2.3,"Убедитесь, что приложение хранит сессионные токены в браузере безопасно, например, в защищенных файлах cookie (см. раздел V.3.4) или в хранилище сессий HTML5.",✓,✓,✓,539,7.1
V3,Управление сессиями,V3.2,Создание сессии,V3.2.4,"Убедитесь, что сессионные токены генерируются с использованием утвержденных криптографических алгоритмов. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,331,7.1
