chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V1,,V1.12,Arquitectura de Carga Segura de Archivos,V1.12.2,"Verifique que los archivos subidos por el usuario, -si es necesario que se muestren o descarguen desde la aplicación-, se hace mediante descargas de secuencias de octetos o desde un dominio no relacionado, como un almacenamiento de archivos en la nube. Implemente una directiva de seguridad de contenido (CSP) adecuada para reducir el riesgo de vectores XSS u otros ataques desde el archivo cargado.",,✓,✓,646,
V1,,V1.14,Arquitectura de Configuración,V1.14.1,"Verifique la segregación de componentes de diferentes niveles de confianza a través de controles de seguridad bien definidos, reglas de corta fuego, pasarelas de API, proxies reversos, grupos de seguridad basados en nube, o mecanismos similares",,✓,✓,293,
V1,,V1.14,Arquitectura de Configuración,V1.14.2,"Verifique que las firmas binarias, las conexiones de confianza y los puntos de conexión verificados se usan para el despliegue de archivos binarios a dispositivos remotos.",,✓,✓,494,
V1,,V1.14,Arquitectura de Configuración,V1.14.3,Verifique que el canal de compilación advierte de componentes obsoletos o inseguros y realiza las acciones adecuadas.,,✓,✓,1104,
V1,,V1.14,Arquitectura de Configuración,V1.14.4,"Verifique que el canal de compilación contiene un paso para compilar y comprobar automáticamente el despliegue seguro de la aplicación, especialmente si la infraestructura de la aplicación está definida por software, como los scripts de compilación del entorno en la nube.",,✓,✓,,
V1,,V1.14,Arquitectura de Configuración,V1.14.5,"Verifique que los despliegues de aplicaciones sean en sandbox, contenedores y/o aislados a nivel de red para retrasar e impedir que los atacantes vulneren otras aplicaciones, especialmente cuando realizan acciones sensibles o peligrosas, como la deserialización. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,265,
V1,,V1.14,Arquitectura de Configuración,V1.14.6,"Verifique que la aplicación no utiliza tecnologías del lado cliente no compatibles, inseguras o en desuso, como NSAPI plugins, Flash, Shockwave, ActiveX, Silverlight, NACL o client-side java applets.",,✓,✓,477,
V2,,V2.1,Seguridad de Contraseña,V2.1.1,Verifique que las contraseñas del usuarios tienen al menos 12 caracteres de longitud (después de combinar varios espacios). ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.2,Verifique que se permitan contraseñas de al menos 64 caracteres y que se denieguen contraseñas de más de 128 caracteres. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.3,"Verifique que no se realiza el truncamiento de contraseña. Sin embargo, varios espacios consecutivos pueden ser reemplazados por un solo espacio. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.4,"Verifique que cualquier carácter Unicode imprimible, incluidos los caracteres neutros del idioma, como espacios y Emojis esté permitido en las contraseñas.",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.5,Verifique que los usuarios pueden cambiar su contraseña.,✓,✓,✓,620,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.6,Verifique que la funcionalidad de cambio de contraseña requiere la contraseña actual y nueva del usuario.,✓,✓,✓,620,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.7,"Verifique que las contraseñas enviadas durante el registro de la cuenta, el inicio de sesión y el cambio de contraseña se comprueban localmente contra un conjunto de contraseñas filtradas (como las 1,000 o 10,000 contraseñas más comunes que coinciden con la directiva de contraseñas del sistema) o mediante una API externa. Si se utiliza una API, una prueba de zero knowledge u otro mecanismo, asegúrese que la contraseña en texto plano no se envía ni se utiliza para verificar el estado de filtración de la contraseña. Si la contraseña esta filtrada, la aplicación debe exigir al usuario que establezca una nueva contraseña no filtrada. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.8,Verifique que se proporciona un medidor de fortaleza de la contraseña para ayudar a los usuarios a establecer una contraseña más segura.,✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.9,Verifique que no hay reglas de composición de contraseñas que limiten el tipo de caracteres permitidos. No debe haber ningún requisito para mayúsculas o minúsculas o números o caracteres especiales. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.10,Verifique que no haya rotación periódica de credenciales o solicitud del historial de contraseñas.,✓,✓,✓,263,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.11,"Verifique que se permite la funcionalidad ""pegar"", las aplicaciones auxiliares de contraseñas del browser y los administradores externos de contraseñas.",✓,✓,✓,521,5.1.1.2
V2,,V2.1,Seguridad de Contraseña,V2.1.12,Verifique que el usuario puede elegir entre ver temporalmente toda la contraseña enmascarada o ver temporalmente el último caracter escrito de la contraseña en plataformas que no tienen esto como funcionalidad integrada.,✓,✓,✓,521,5.1.1.2
V2,,V2.2,Seguridad General del Autenticador,V2.2.1,"Verifique que los controles anti-automatización son efectivos para mitigar las pruebas de credenciales filtradas, fuerza bruta y ataques de bloqueo de cuentas. Estos controles incluyen el bloqueo de las contraseñas filtradas más comunes, bloqueos suaves, limitación de velocidad, CAPTCHA, retrasos cada vez mayores entre intentos, restricciones de direcciones IP o restricciones basadas en riesgos, como la ubicación, el primer inicio de sesión en un dispositivo, los intentos recientes de desbloquear la cuenta o similares. Verifique que no sea posible realizar más de 100 intentos fallidos por hora en una sola cuenta.",✓,✓,✓,307,5.2.2 / 5.1.1.2 / 5.1.4.2 / 5.1.5.2
V2,,V2.2,Seguridad General del Autenticador,V2.2.2,"Verifique que el uso de autenticadores débiles (como SMS y correo electrónico) se limita a la verificación secundaria y la aprobación de transacciones y no como un reemplazo para métodos de autenticación más seguros. Verifique que se ofrezcan métodos más fuertes y no métodos débiles, que los usuarios sean conscientes de los riesgos o que se tomen las medidas adecuadas para limitar los riesgos de compromiso de la cuenta.",✓,✓,✓,304,5.2.10
V2,,V2.2,Seguridad General del Autenticador,V2.2.3,"Verifique que las notificaciones seguras se envían a los usuarios después de las actualizaciones de los detalles de autenticación, como restablecimientos de credenciales, cambios de correo electrónico o dirección, inicio de sesión desde ubicaciones desconocidas o de riesgo. Se prefiere el uso de notificaciones push - en lugar de SMS o correo electrónico - , pero en ausencia de notificaciones push, SMS o correo electrónico es aceptable siempre y cuando no se divulgue información confidencial en la notificación.",✓,✓,✓,620,
V2,,V2.2,Seguridad General del Autenticador,V2.2.4,"Verifique la resistencia a la suplantación contra el phishing, como el uso de la autenticación multifactor, los dispositivos criptográficos con intención (como las claves conectadas con un push para autenticarse) o en niveles AAL más altos, certificados del lado cliente.",,,✓,308,5.2.5
V2,,V2.2,Seguridad General del Autenticador,V2.2.5,"Verifique que donde se separan un proveedor de servicios de credenciales (CSP) y la aplicación que comprueba la autenticación, el TLS mutuamente autenticado está en su lugar entre los dos endpoints.",,,✓,319,5.2.6
V2,,V2.2,Seguridad General del Autenticador,V2.2.6,"Verifique la resistencia a la reproducción mediante el uso obligatorio de dispositivos de one-time password (OTP), autenticadores criptográficos o códigos de búsqueda.",,,✓,308,5.2.8
V2,,V2.2,Seguridad General del Autenticador,V2.2.7,"Verifique la intención de autenticarse exigiendo la entrada de un token de OTP o una acción iniciada por el usuario, como una pulsación de botón en un teclado de hardware FIDO.",,,✓,308,5.2.9
V2,,V2.3,Ciclo de Vida del Autenticador,V2.3.1,"Verifique que las contraseñas iniciales o los códigos de activación generados por el sistema DEBEN ser generados de forma aleatoreamente segura, DEBE tener al menos 6 caracteres de largo y PUEDE contener letras y números, y expirar después de un corto período de tiempo. Estos secretos iniciales no deben permitirse su re-utilización para convertirse en la contraseña a largo plazo.",✓,✓,✓,330,5.1.1.2 / A.3
V2,,V2.3,Ciclo de Vida del Autenticador,V2.3.2,"Verifique que se admite la inscripción y el uso de dispositivos de autenticación proporcionados por el suscriptor, como tokens U2F o FIDO.",,✓,✓,308,6.1.3
V2,,V2.3,Ciclo de Vida del Autenticador,V2.3.3,Verifique que las instrucciones de renovación se envían con tiempo suficiente para renovar los autenticadores con límite de tiempo.,,✓,✓,287,6.1.4
V2,,V2.4,Almacenamiento de Credenciales,V2.4.1,"Verifique que las contraseñas se almacenan en un forma tal que resisten ataques sin conexión. Las contraseñas *DEBERÁN* usar hash con `salto` mediante una derivación de llave de una sola vía aprobada o función de hash de contraseña. Las funciones derivación de llave y hash de contraseñas toman una contraseña, una salto y un factor de costo como entradas al generar un hash de contraseña. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Almacenamiento de Credenciales,V2.4.2,"Verifique que el salto tiene al menos 32 bits de longitud y que se elige arbitrariamente para minimizar las colisiones de valor de salto entre los hashes almacenados. Para cada credencial, se *DEBE* almacenar un único valor de salto y el hash resultante. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Almacenamiento de Credenciales,V2.4.3,"Verifique que si se utiliza PBKDF2, el recuento de iteraciones DEBE ser tan grande como el rendimiento del servidor de verificación lo permita, normalmente de al menos 100,000 iteraciones. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Almacenamiento de Credenciales,V2.4.4,"Verifique que si se utiliza bcrypt, el factor de trabajo DEBE ser tan grande como lo permita el rendimiento del servidor de verificación, con un mínimo de 10. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",,✓,✓,916,5.1.1.2
V2,,V2.4,Almacenamiento de Credenciales,V2.4.5,"Verifique que se realiza una iteración adicional de una función de derivación de claves, utilizando un valor de salto que es secreto y que solo conoce el verificador. Genere el valor de salto utilizando un generador de bits aleatorios aprobado [SP 800-90Ar1] y proporcione al menos la fuerza de seguridad mínima especificada en la última revisión del SP 800-131A. El valor secreto del salto se almacenará por separado de las contraseñas hash (p. ej., en un dispositivo especializado como un módulo de seguridad de hardware).",,✓,✓,916,5.1.1.2
V2,,V2.5,Recuperación de Credenciales,V2.5.1,Verifique que un secreto de activación o recuperación inicial generado por el sistema no se envíe en texto claro al usuario. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
V2,,V2.5,Recuperación de Credenciales,V2.5.2,"Verificar sugerencias de contraseña o autenticación basada en conocimientos (las llamadas ""preguntas secretas"") no están presentes.",✓,✓,✓,640,5.1.1.2
V2,,V2.5,Recuperación de Credenciales,V2.5.3,Verificar la recuperación de credenciales de contraseña no revela la contraseña actual de ninguna manera. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
V2,,V2.5,Recuperación de Credenciales,V2.5.4,"Verificar que las cuentas compartidas o predeterminadas no estén presentes (por ejemplo. ""root"", ""admin"", o ""sa"").",✓,✓,✓,16,5.1.1.2 / A.3
V2,,V2.5,Recuperación de Credenciales,V2.5.5,"Verifique que si se cambia o reemplaza un factor de autenticación, se notifica al usuario de este evento.",✓,✓,✓,304,6.1.2.3
V2,,V2.5,Recuperación de Credenciales,V2.5.6,"Verifique la contraseña olvidada y otras rutas de recuperación utilizan un mecanismo de recuperación seguro, como OTP basado en el tiempo (TOTP) u otro token de software, mobile push u otro mecanismo de recuperación sin conexión. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,640,5.1.1.2
V2,,V2.5,Recuperación de Credenciales,V2.5.7,"Verifique que si se pierden factores de autenticación OTP o multifactor, esa evidencia de prueba de identidad se realiza al mismo nivel que durante la inscripción.",,✓,✓,308,6.1.2.3
V2,,V2.6,Verificador de Secretos de Look-up,V2.6.1,Verifique que los secretos de búsqueda solo se pueden usar una vez.,,✓,✓,308,5.1.2.2
V2,,V2.6,Verificador de Secretos de Look-up,V2.6.2,"Verifique que los secretos de búsqueda tengan suficiente aleatoriedad (112 bits de entropía), o si menos de 112 bits de entropía, saltados con un única y aleatoria salto de 32 bits y hasheado con un hash aprobado de una sola vía.",,✓,✓,330,5.1.2.2
V2,,V2.6,Verificador de Secretos de Look-up,V2.6.3,"Verifique que los secretos de búsqueda son resistentes a los ataques sin conexión, como los valores predecibles.",,✓,✓,310,5.1.2.2
V2,,V2.7,Verificador Fuera de Banda,V2.7.1,"Verifique que los autenticadores de texto sin cifrar fuera de banda tales como PSTN o SMS (""restringido por NIST"") no se ofrecen de forma predeterminada, y que en primer lugar se ofrecen alternativas más sólidas, como las notificaciones push.",✓,✓,✓,287,5.1.3.2
V2,,V2.7,Verificador Fuera de Banda,V2.7.2,"Verifique que el verificador fuera de banda expira después de 10 minutos, fuera de las solicitudes de autenticación de banda, códigos o tokens.",✓,✓,✓,287,5.1.3.2
V2,,V2.7,Verificador Fuera de Banda,V2.7.3,"Verifique que las solicitudes de autenticación, los códigos o los tokens de verificador fuera de banda solo se pueden usar una vez y solo para la solicitud de autenticación original.",✓,✓,✓,287,5.1.3.2
V2,,V2.7,Verificador Fuera de Banda,V2.7.4,Verifique que el autenticador y el verificador fuera de banda se comuniquen a través de un canal independiente seguro.,✓,✓,✓,523,5.1.3.2
V2,,V2.7,Verificador Fuera de Banda,V2.7.5,Verifique que el verificador fuera de banda conserva solo una versión hasheada del código de autenticación.,,✓,✓,256,5.1.3.2
V2,,V2.7,Verificador Fuera de Banda,V2.7.6,"Verifique que el código de autenticación inicial sea generado por un generador de números aleatorios seguro, que contiene al menos 20 bits de entropía (normalmente un número aleatorio digital de seis es suficiente).",,✓,✓,310,5.1.3.2
V2,,V2.8,Verificador de Una Sola Vez,V2.8.1,Verifique que los OTP basados en el tiempo tienen una duración definida antes de expirar.,✓,✓,✓,613,5.1.4.2 / 5.1.5.2
V2,,V2.8,Verificador de Una Sola Vez,V2.8.2,"Verifique que las claves simétricas utilizadas para comprobar los OTP enviados están altamente protegidas, por ejemplo, mediante el uso de un módulo de seguridad de hardware o almacenamiento seguro de claves basadas en el sistema operativo.",,✓,✓,320,5.1.4.2 / 5.1.5.2
V2,,V2.8,Verificador de Una Sola Vez,V2.8.3,"Verifique que los algoritmos criptográficos aprobados se utilizan en la generación, siembra y verificación de OTP.",,✓,✓,326,5.1.4.2 / 5.1.5.2
V2,,V2.8,Verificador de Una Sola Vez,V2.8.4,Verifique que el OTP basado en el tiempo se pueda utilizar solamente una vez dentro del período de validez.,,✓,✓,287,5.1.4.2 / 5.1.5.2
V2,,V2.8,Verificador de Una Sola Vez,V2.8.5,"Verifique que si se reutiliza un token OTP multifactor basado en el tiempo durante el período de validez, se registra en logs y se rechaza con notificación segura enviada al titular del dispositivo.",,✓,✓,287,5.1.5.2
V2,,V2.8,Verificador de Una Sola Vez,V2.8.6,"Verifique que el generador OTP de un solo factor físico pueda ser revocado en caso de robo u otra pérdida. Asegúrese de que la revocación es efectiva inmediatamente en todas las sesiones iniciadas, independientemente de la ubicación.",,✓,✓,613,5.2.1
V2,,V2.8,Verificador de Una Sola Vez,V2.8.7,Verifique que los autenticadores biométricos se limitan a usarlos solo como factores secundarios junto con algo que Ud. tiene y algo que Ud. sabe.,,o,✓,308,5.2.3
V2,,V2.9,Verificador Criptográfico,V2.9.1,"Verifique que las claves criptográficas utilizadas en la verificación se almacenan de forma segura y protegidas contra la divulgación, como el uso de un módulo de plataforma segura (TPM) o un módulo de seguridad de hardware (HSM) o un servicio de sistema operativo que puede utilizar este almacenamiento seguro.",,✓,✓,320,5.1.7.2
V2,,V2.9,Verificador Criptográfico,V2.9.2,Verifique que el mensaje de desafío tenga al menos 64 bits de longitud y sea estadísticamente único o sea único a lo largo de la vida útil del dispositivo criptográfico.,,✓,✓,330,5.1.7.2
V2,,V2.9,Verificador Criptográfico,V2.9.3,"Verifique que se utilizan algoritmos criptográficos aprobados en la generación, la semilla y la verificación.",,✓,✓,327,5.1.7.2
V2,,V2.10,Autenticación de Servicio,V2.10.1,"Verifique que los secretos dentro del servicio no se basan en credenciales invariables, como contraseñas, claves de API o cuentas compartidas con acceso con privilegios.",,OS assisted,HSM,287,5.1.1.1
V2,,V2.10,Autenticación de Servicio,V2.10.2,"Verifique que si las contraseñas son necesarias para la autenticación de servicio, la cuenta de servicio utilizada no es una credencial predeterminada. (p. ej., root/root o admin/admin son predeterminados en algunos servicios durante la instalación).",,OS assisted,HSM,255,5.1.1.1
V2,,V2.10,Autenticación de Servicio,V2.10.3,"Verifique que las contraseñas se almacenan con suficiente protección para evitar ataques de recuperación sin conexión, incluido el acceso al sistema local.",,OS assisted,HSM,522,5.1.1.1
V2,,V2.10,Autenticación de Servicio,V2.10.4,"Verifique que las contraseñas, las integraciones con bases de datos y sistemas de terceros, las semillas y los secretos internos y las claves de API se administran de forma segura y no se incluyen en el código fuente ni se almacenan en los repositorios de código fuente. Dicho almacenamiento DEBE resistir ataques fuera de línea. Se recomienda el uso de un almacén de claves de software seguro (L1), TPM de hardware o un HSM (L3) para el almacenamiento de contraseñas.",,OS assisted,HSM,798,
V3,,V3.1,Seguridad Fundamental en la Gestión de Sesiones,V3.1.1,Verifique que la aplicación nunca revela tokens de sesión en parámetros de dirección URL.,✓,✓,✓,598,
V3,,V3.2,Binding de Sesión,V3.2.1,Verifique que la aplicación genera un nuevo token de sesión en la autenticación de usuario. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,384,7.1
V3,,V3.2,Binding de Sesión,V3.2.2,Verifique que los tokens de sesión posean al menos 64 bits de entropía. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,331,7.1
V3,,V3.2,Binding de Sesión,V3.2.3,"Verifique que la aplicación solo almacena tokens de sesión en el navegador mediante métodos seguros, como proteger las cookies adecuadamente (consulte la sección 3.4) o el almacenamiento de sesión en HTML 5.",✓,✓,✓,539,7.1
V3,,V3.2,Binding de Sesión,V3.2.4,Verifique que los tokens de sesión se generan mediante algoritmos criptográficos aprobados. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,331,7.1
V3,,V3.3,Terminación de Sesión,V3.3.1,"Verifique que el cierre de sesión y la expiración invalidan el token de sesión, de modo que el botón ""Atrás"" o un usuario de confianza posterior no reanude una sesión autenticada, incluso entre los usuarios de confianza. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",✓,✓,✓,613,7.1
V3,,V3.3,Terminación de Sesión,V3.3.2,"Si los autenticadores permiten a los usuarios permanecer conectados, compruebe que la re-autenticación se produce periódicamente tanto cuando se utiliza activamente o después de un período de inactividad. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering))",30 días,"12 horas o 30 minutos de inactividad, 2FA opcional","12 horas o 15 minutos de inactividad, con  2FA",613,7.2
V3,,V3.3,Terminación de Sesión,V3.3.3,"Verifique que la aplicación ofrece la opción de terminar todas las demás sesiones activas después de un cambio de contraseña correcto (incluido el cambio mediante el restablecimiento/recuperación de contraseña), y que esto es efectivo en toda la aplicación, el inicio de sesión federado (si está presente) y cualquier usuario de confianza.",,✓,✓,613,
V3,,V3.3,Terminación de Sesión,V3.3.4,Verifique que los usuarios pueden ver y (habiendo vuelto a introducir las credenciales de inicio de sesión) cerrar sesión en cualquiera o todas las sesiones y dispositivos activos actualmente.,,✓,✓,613,7.1
