chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق4.1,معمارية التحكم في الوصول,ق4.4.1,تحقق من أن التطبيق يستخدم آلية واحدة للتحكم في الوصول تم فحصها جيدًا للوصول إلى البيانات والموارد المحمية. يجب أن تمر جميع الطلبات من خلال هذه الآلية الفردية لتجنب النسخ واللصق أو المسارات البديلة غير الآمنة insecure alternative paths. ([C7](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,284,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق4.1,معمارية التحكم في الوصول,ق5.4.1,تحقق من استخدام التحكم في الوصول المستند على الخاصية أو الميزة attribute or feature-based access control  حيث تتحقق الشيفرة المصدرية من وجود تفويض للمستخدم للوصول للميزة أو لعنصر البيانات بدلاً من التحقق من دوره فقط. يجب أن يتم حصر تخصيص الأذونات Permissions باستخدام الأدوار. ([C7](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,275,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق5.1,معمارية المدخلات والمخرجات,ق1.5.1,تحقق من أن متطلبات المدخلات والمخرجات تحدد بوضوح كيفية التعامل مع البيانات ومعالجتها بناءً على النوع والمحتوى والقوانين واللوائح المعمول بها والامتثال للسياسة الأخرى.,,✓,✓,1029,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق5.1,معمارية المدخلات والمخرجات,ق2.5.1,تحقق من عدم استخدام التسلسل عند الاتصال بعملاء غير موثوق بهم. إذا لم يكن ذلك ممكنًا ، فتأكد من فرض ضوابط الحماية الكافية (كالتشفير إذا تم إرسال بيانات حساسة) لمنع هجمات إلغاء التسلسل deserialization attacks  بما في ذلك حقن الكائنات object injection.,,✓,✓,502,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق5.1,معمارية المدخلات والمخرجات,ق3.5.1,تحقق من أن التحقق من صحة المدخلات input validation يتم فرضه على طبقة خدمة موثوقة trusted service layer. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,602,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق5.1,معمارية المدخلات والمخرجات,ق4.5.1,تحقق من أن ترميز المخرجات output encoding يحدث بالقرب من أو من قبل مفسر الأوامر interpreter الموجه إليه. ([C4](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,116,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق6.1,معمارية التشفير,ق1.6.1,تحقق من وجود سياسة واضحة لإدارة مفاتيح التشفير وأن دورة حياة مفتاح التشفير تتبع معيار إدارة المفاتيح مثل NIST SP 800-57.,,✓,✓,320,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق6.1,معمارية التشفير,ق2.6.1,تحقق من أن مستخدمي خدمات التشفير يحمون المواد الأساسية Key material والأسرار الأخرى other secrets باستخدام خزائن المفاتيح key vaults أو البدائل القائمة على APIs.,,✓,✓,320,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق6.1,معمارية التشفير,ق3.6.1,تحقق من أن جميع المفاتيح وكلمات المرور قابلة للاستبدال وأنها جزء من عملية معرفة جيدًا لإعادة تشفير البيانات الحساسة.,,✓,✓,320,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق6.1,معمارية التشفير,ق4.6.1,تحقق من أن المعمارية تتعامل مع الأسرار من جهة العميل client-side secrets - مثل المفاتيح المتناظرة symmetric keys أو كلمات المرور أو الرموز المميزة لواجهة برمجة التطبيقات API tokens - باعتبارها غير آمنة ولا تستخدمها أبدًا لحماية البيانات الحساسة أو الوصول إليها.,,✓,✓,320,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق7.1,معمارية الأخطاء، التسجيل والمراقبة,ق1.7.1,تحقق من استخدام طريقة وتنسيق شائع للتسجيل common logging format and approach داخل النظام. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,1009,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق7.1,معمارية الأخطاء، التسجيل والمراقبة,ق2.7.1,تحقق من أن السجلات يتم إرسالها بشكل آمن إلى نظام التحكم عن بعد remote system  للتحليل والاكتشاف والتنبيه alerting والتصعيد escalation. ([C9](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق8.1,معمارية حماية البيانات والخصوصية,ق1.8.1,تحقق من تحديد وتصنيف جميع البيانات الحساسة ضمن مستويات حماية protection levels.,,✓,✓,,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق8.1,معمارية حماية البيانات والخصوصية,ق2.8.1,تحقق من أن جميع مستويات الحماية لها مجموعة مرتبطة من متطلبات الحماية ، مثل متطلبات التشفير ، ومتطلبات السلامة integrity requirements ، والاحتفاظ retention ، والخصوصية وغير ذلك من متطلبات السرية confidentiality requirements ، وأنه يتم تطبيقها في المعمارية.,,✓,✓,,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق9.1,معمارية الاتصالات,ق1.9.1,تحقق من أن التطبيق يقوم بتشفير الاتصالات بين المكونات، خاصة عندما تتواجد المكونات في حاويات containers أو أنظمة أو مواقع أو مزودي خدمات سحابية cloud providers مختلفة. ([C3](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,319,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق9.1,معمارية الاتصالات,ق2.9.1,تحقق من أن مكونات التطبيق تتحقق من صحة authenticity في كل جانب في حلقة الاتصال communication link لمنع هجمات الشخص في المنتصف person-in-the-middle. على سبيل المثال، يجب أن تتحقق مكونات التطبيق من صحة شهادات TLS وسلاسلها TLS certificates and chains.,,✓,✓,295,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق10.1,معمارية البرمجيات الخبيثة,ق1.10.1,تحقق من أن نظام التحكم في الشيفرة المصدرية source code control system قيد الاستخدام ، مع إجراءات للتأكد من أن عمليات تسجيل الوصول يرافقها قضايا أو تذاكر تغيير issues or change tickets. يجب أن يمتلك نظام التحكم في الشيفرة المصدرية تحكماً في الوصول ومستخدمين يمكن التعرف عليهم للسماح بتتبع أي تغييرات.,,✓,✓,284,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق11.1,معمارية منطق الأعمال,ق1.11.1,تحقق من تعريف وتوثيق جميع مكونات التطبيق من حيث الأعمال أو وظائف الأمان التي توفرها.,,✓,✓,1059,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق11.1,معمارية منطق الأعمال,ق2.11.1,تحقق من أن جميع تدفقات منطق الأعمال عالية القيمة high-value business logic flows ، بما في ذلك المصادقة وإدارة الجلسة والتحكم في الوصول ، لا تشترك في الحالة غير المتزامنة unsynchronized state.,,✓,✓,362,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق11.1,معمارية منطق الأعمال,ق1.11.3,تحقق من أن جميع تدفقات منطق الأعمال عالية القيمة ، بما في ذلك المصادقة وإدارة الجلسة والتحكم في الوصول ، هي آمنة عند استخدام الـthread  ومقاومة لـ time-of-check and time-of-use race conditions.,,,✓,367,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق12.1,معمارية رفع الملفات بشكل آمن,ق1.12.1,[تم حذفها ، مكررة عن 1.4.12],,,,,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق12.1,معمارية رفع الملفات بشكل آمن,ق2.12.1,تحقق من أن الملفات التي يتم رفعها بواسطة المستخدم - إذا كان هناك حاجة لعرضها أو تحميلها  من التطبيق - يتم تقديمها إما من خلال تنزيلات دفق الثماني octet stream downloads ، أو من نطاق مختلف غير مرتبط بنطاق التطبيق unrelated domain ، مثل حاوية تخزين الملفات السحابية cloud file storage bucket. قم بتنفيذ سياسة أمان محتوى مناسبة Content Security Policy (CSP) لتقليل مخاطر هجمات XSS أو الهجمات الأخرى من الملف الذي تم رفعه.,,✓,✓,646,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق14.1,معمارية التكوين,ق1.14.1,تحقق من فصل مكونات مستويات الثقة المختلفة من خلال ضوابط أمان معرفة جيدًا ، أو قواعد جدار الحماية ، أو API gateways ، أو مخدمات البروكسي العكسية reverse proxies، أو مجموعات الأمان المستندة القائمة على السحابة  cloud-based security groups ، أو الآليات المماثلة.,,✓,✓,923,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق14.1,معمارية التكوين,ق2.14.1,تحقق من استخدام التوقيعات الثنائية binary signatures ، والاتصالات الموثوقة trusted connections، ونقاط النهاية التي تم التحقق منها verified endpoints لنشر الـ Binary على الأجهزة البعيدة.,,✓,✓,494,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق14.1,معمارية التكوين,ق3.14.1,تحقق من أن الـbuild pipeline يحذر من المكونات القديمة أو غير الآمنة ويتخذ الإجراءات المناسبة.,,✓,✓,1104,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق14.1,معمارية التكوين,ق4.14.1,تحقق من أن الـ build pipeline يحتوي على خطوة بناءbuild step  للبناء والتحقق من النشر الآمن للتطبيق تلقائياً build and verify the secure deployment of the application ، لا سيما إذا كانت البنية الأساسية للتطبيق معرفة برمجياً software defined ، مثل البرامج النصية لإنشاء بيئة السحابة cloud environment build scripts.,,✓,✓,,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق14.1,معمارية التكوين,ق5.14.1,تحقق من أن عمليات نشر التطبيق تقوم بشكل كاف بـ: استخدام وضع الحماية sandbox و / أو استخدام الحاويات containerize  و / أو عزل على مستوى الشبكة لتأخير وردع المهاجمين من مهاجمة التطبيقات الأخرى ، خاصةً عندما يقومون بأفعال حساسة أو خطيرة مثل إلغاء التسلسل deserialization. ([C5](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,265,
ت1,المعمارية، والتصميم ونمذجة التهديدات,ق14.1,معمارية التكوين,ق6.14.1,تحقق من أن التطبيق لا يستخدم تقنيات غير مدعومة أو غير آمنة أو مهملة deprecated  من جهة العميل مثل مكونات NSAPI الإضافية NSAPI plugins أو Flash أو Shockwave أو ActiveX أو Silverlight أو NACL أو تطبيقات Java الصغيرة من جهة العميل client-side Java applets.,,✓,✓,477,
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق1.1.2,تحقق من أن طول كلمات المرور التي يقوم المستخدم بتعيينها لا يقل عن 12 حرفًا (بعد دمج مسافات متعددة).  ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق2.1.2,تحقق من أن كلمات المرور المكونة من 64 حرفًا أو أكثر مسموح بها ويجب ألا تزيد عن 128 حرفًا. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق3.1.2,تحقق من عدم تنفيذ اقتطاع truncation كلمة المرور. ومع ذلك ، يمكن استبدال المسافات المتعددة المتتالية بمسافة واحدة. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق4.1.2,تحقق من السماح باستخدام أي حرف Unicode قابل للطباعة ، بما في ذلك الأحرف المحايدة للغة مثل المسافات والرموز التعبيرية في كلمات المرور.,✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق5.1.2,تحقق من قدرة المستخدمين على تغيير كلمة المرور الخاصة بهم.,✓,✓,✓,620,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق6.1.2,تحقق من أن تابع تغيير كلمة المرور يتطلب كلمة المرور الحالية والجديدة للمستخدم.,✓,✓,✓,620,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق7.1.2,Vتحقق من فحص كلمات المرور المرسلة أثناء عمليات تسجيل الحساب وتسجيل الدخول وتغيير كلمة المرور مقابل مجموعة من كلمات المرور المخترقة إما محليًا (مثل أكثر 1000 كلمة مرور أو 10000 كلمة مرور شائعة تتطابق مع سياسة النظام لكلمة مرور) أو باستخدام واجهة برمجة تطبيقات خارجية. في حالة استخدام واجهة برمجة التطبيقات ، يجب استخدام zero knowledge proof أو أي آلية أخرى لضمان عدم إرسال كلمة مرور بشكل صريح أو استخدامها للتحقق من حالة كلمة المرور. إذا تم اختراقها، يجب أن يطلب التطبيق من المستخدم تعيين كلمة مرور جديدة غير مخترقة. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق8.1.2,تحقق من توفير مقياس قوة كلمة المرور password strength meter لمساعدة المستخدمين على تعيين كلمة مرور أقوى.,✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق9.1.2,تحقق من عدم وجود قواعد بناء كلمة مرور password composition rules تحد من نوع الأحرف المسموح بها. يجب ألا تكون هناك متطلبات للأحرف الكبيرة أو الصغيرة أو الأرقام أو الأحرف الخاصة. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق10.1.2,تحقق من عدم وجود متطلبات دورية لتداول بيانات الاعتماد credential rotation أو متطلبات سجل كلمة المرور password history.,✓,✓,✓,263,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق11.1.2,"تحقق من السماح لـ وظيفة ""اللصق paste"" ، ومساعدات كلمة مرور المتصفح browser password helpers ، ومديري كلمات المرور الخارجية external password managers.",✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق1.2,أمان كلمة المرور,ق12.1.2,تحقق من أن المستخدم يمكن أن يختار إما عرض كلمة المرور المقنعة بالكامل  masked password مؤقتًا ، أو عرض آخر حرف مكتوب من كلمة المرور مؤقتًا على الأنظمة الأساسية التي لا توجد فيها هذه الوظيفة كوظيفة مضمنة built-in.,✓,✓,✓,521,5.1.1.2
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق1.2.2,تحقق من أن ضوابط مضادات الأتمتة anti-automation controls  فعالة في تخفيف breached credential testing و brute force وهجمات إغلاق الحساب account lockout attacks. تتضمن هذه الضوابط حظر كلمات المرور المخترقة الأكثر شيوعًا ، أو عمليات الإغلاق الناعمة soft lockouts ، أو تحديد المعدل rate limiting ، أو اختبار CAPTCHA ، أو زيادة التأخيرات باستمرار بين المحاولات، أو قيود على عنوان IP (IP address restrictions)، أو القيود القائمة على المخاطر risk-based restrictions  مثل الموقع، أو أول تسجيل دخول على الجهاز، أو المحاولات الأخيرة لإلغاء قفل الحساب ، وغير ذلك. تحقق من أنه لا يمكن إجراء أكثر من 100 محاولة فاشلة في الساعة على حساب واحد.,✓,✓,✓,307,5.2.2 / 5.1.1.2 / 5.1.4.2 / 5.1.5.2
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق2.2.2,تحقق من أن استخدام المصادق الضعيف weak authenticator (مثل الرسائل القصيرة والبريد الإلكتروني) يقتصر على التحقق الثانوي والموافقة على المعاملات وليس كبديل لطرق المصادقة الأكثر أمانًا. تحقق من تقديم طرق أقوى قبل الطرق الضعيفة ، أو أن المستخدمين على دراية بالمخاطر ، أو أن الإجراءات المناسبة موجودة للحد من مخاطر اختراق الحساب.,✓,✓,✓,304,5.2.10
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق3.2.2,تحقق من إرسال الإشعارات الآمنة secure notifications إلى المستخدمين بعد التحديثات على تفاصيل المصادقة ، مثل إعادة تعيين بيانات الاعتماد credential resets ، أو تغيير البريد الإلكتروني أو العنوان ، أو تسجيل الدخول من مواقع غير معروفة أو خطرة. يُفضل استخدام إشعارات الدفع push notifications - بدلاً من الرسائل القصيرة أو البريد الإلكتروني - ، ولكن في حالة عدم وجود إشعارات الدفع ، فإن استخدام الرسائل القصيرة أو البريد الإلكتروني مقبول طالما لم يتم الكشف عن أي معلومات حساسة في الإشعار.,✓,✓,✓,620,
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق4.2.2,تحقق من مقاومة انتحال الهوية impersonation resistance ضد التصيد الاحتيالي phishing ، مثل استخدام المصادقة متعددة العوامل ، أو أجهزة التشفير بقصد cryptographic devices with intent (مثل المفاتيح المتصلة مع الدفع connected keys with a push  للمصادقة) ، أو الشهادات من جهة العميل عند مستويات أعلى من AAL.,,,✓,308,5.2.5
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق5.2.2,تحقق من أنه في حالة فصل مزود خدمة الاعتماد (CSP) عن تطبيق التحقق من المصادقة ، فإن TLS المصادق عليه بشكل متبادل موجود بين نقطتي النهاية.,,,✓,319,5.2.6
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق6.2.2,تحقق من مقاومة إعادة التشغيل replay resistance  من خلال الاستخدام الإلزامي لأجهزة كلمات المرور لمرة واحدة One-time Passwords (OTP) أو مصادقوا التشفير cryptographic authenticators أو رموز البحث lookup codes.,,,✓,308,5.2.8
ت2,المصادقة,ق2.2,الأمان العام للمصادق authenticator,ق7.2.2,تحقق من نية المصادقة من خلال طلب إدخال OTP token أو إجراء بدأه المستخدم مثل الضغط على زر على مفتاح جهاز FIDO.,,,✓,308,5.2.9
ت2,المصادقة,ق3.2,دورة حياة المصادق authenticator,ق1.3.2,تحقق من أن كلمات المرور الأولية أو رموز التنشيط rotation التي تم إنشاؤها بواسطة النظام ويتم توليدها بشكل عشوائي وآمن، ويجب ألا يقل طولها عن 6 خانات ، وقد تحتوي على أحرف وأرقام ، وتنتهي صلاحيتها بعد فترة قصيرة من الوقت. يجب ألا يُسمح لهذه الأسرار الأولية initial secrets  بأن تصبح كلمة مرور طويلة المدى.,✓,✓,✓,330,5.1.1.2 / A.3
ت2,المصادقة,ق3.2,دورة حياة المصادق authenticator,ق2.3.2,تحقق من دعم التسجيل واستخدام أجهزة المصادقة التي يوفرها المستخدم ، مثل رموز U2F أو FIDO.,,✓,✓,308,6.1.3
ت2,المصادقة,ق3.2,دورة حياة المصادق authenticator,ق3.3.2,تحقق من إرسال تعليمات التجديد مع إتاحة الوقت الكافي لتجديد المصادقين المقيدين time bound authenticators.,,✓,✓,287,6.1.4
ت2,المصادقة,ق4.2,تخزين بيانات الاعتماد,ق1.4.2,تحقق من تخزين كلمات المرور بشكل يقاوم الهجمات التي لا تحتاج لاتصال بالإنترنت. يجب استخدام salt مع كلمات المرور وتجزئتها hashed باستخدام one-way key derivation function أو وظيفة تجزئة كلمة المرور password hashing function. تأخذ وظائف اشتقاق المفاتيح وتجزئة كلمة المرور كل من كلمة المرور وقيمة salt وعامل تكلفة cost factor  كمدخلات عند إنشاء hash لكلمة المرور. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,916,5.1.1.2
ت2,المصادقة,ق4.2,تخزين بيانات الاعتماد,ق2.4.2,تحقق من أن قيمة salt يبلغ طوله 32 بتًا على الأقل وأن يتم اختياره بشكل عشوائي لتقليل تصادمات قيمة salt (salt value collisions) بين التجزئات المخزنة .يجب تخزين قيمة salt فريدة والتجزئة الناتجة لكل بيانات اعتماد. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,916,5.1.1.2
ت2,المصادقة,ق4.2,تخزين بيانات الاعتماد,ق3.4.2,تحقق من أنه في حالة استخدام PBKDF2 ، يجب أن يكون عدد التكرار iteration كبيرًا بقدر ما يسمح به أداء خادم التحقق ، وعادةً ما لا يقل عن 100،000 تكرار. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,916,5.1.1.2
ت2,المصادقة,ق4.2,تخزين بيانات الاعتماد,ق4.4.2,تحقق من أنه في حالة استخدام bcrypt، يجب أن يكون عامل العمل work factor كبيرًا بالقدر الذي يسمح به أداء خادم التحقق ، بالحد الآدنى 10. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),,✓,✓,916,5.1.1.2
ت2,المصادقة,ق4.2,تخزين بيانات الاعتماد,ق5.4.2,تحقق من إجراء تكرار إضافي لـ key derivation function ، باستخدام قيمة salt تكون سرية ومعروفة فقط للمدققverifier . قم بتوليد قيمة salt باستخدام مولد بت عشوائي معتمد  random bit generator [SP 800-90Ar1] وقدّم على الأقل الحد الأدنى من قوة الأمان المحددة minimum security strength  في أحدث مراجعة من SP 800-131A. يجب تخزين قيمة salt السرية (secret salt value) بشكل منفصل عن كلمات المرور المجزأة hashed passwords  (على سبيل المثال ، في جهاز متخصص مثل وحدة أمان الأجهزة hardware security module).,,✓,✓,916,5.1.1.2
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق1.5.2,تحقق من عدم إرسال التنشيط الأولي initial activation للنظام أو سر الاسترداد initial activation  بنص واضح للمستخدم. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق2.5.2,"تحقق من عدم وجود تلميحات كلمة المرور أو المصادقة المستندة إلى المعرفة (ما يسمى ""الأسئلة السرية"").",✓,✓,✓,640,5.1.1.2
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق3.5.2,التحقق من أن استعادة بيانات اعتماد كلمة المرور لا يكشف كلمة المرور الحالية بأي شكل من الأشكال. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق4.5.2,"تحقق من عدم وجود الحسابات المشتركة أو الافتراضية (مثل ""root"" أو ""admin"" أو ""sa"").",✓,✓,✓,16,5.1.1.2 / A.3
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق5.5.2,تحقق من أنه في حالة تغيير عامل المصادقة authentication factor أو استبداله ، يتم إعلام المستخدم بهذا الحدث.,✓,✓,✓,304,6.1.2.3
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق6.5.2,تحقق من استخدام مسارات استرداد آمنة في حال نسيان كلمة المرور أو استخدام طريقة استعادة أخرى، مثل OTP المستندة إلى الوقت time-based OTP (TOTP)  أو soft token آخر، أو دفع الهاتف المحمول mobile push ، أو آلية استرداد أخرى في وضع عدم الاتصال. ([C6](https://owasp.org/www-project-proactive-controls/#div-numbering)),✓,✓,✓,640,5.1.1.2
ت2,المصادقة,ق5.2,استعادة بيانات الاعتماد,ق7.5.2,تحقق من أنه في حالة فقد OTP أو عوامل المصادقة متعددة العوامل ، يتم إجراء إثبات الهوية على نفس المستوى كما هو الحال أثناء التسجيل.,,✓,✓,308,6.1.2.3
ت2,المصادقة,ق6.2,البحث عن المحقق السري Look-up Secret Verifier,ق1.6.2,تحقق من إمكانية استخدام أسرار البحث lookup secrets  مرة واحدة فقط.,,✓,✓,308,5.1.2.2
