chapter_id,chapter_name,section_id,section_name,req_id,req_description,L
V1,Kodlama (Encoding) ve Temizleme,V1.2,Enjeksiyon Önleme,V1.2.9,Düzenli ifadelerde (regex) özel karakterlerin (genellikle ters eğik çizgi \ ile) kaçırılarak meta karakter olarak yorumlanmalarının önlendiği doğrulanmalıdır.,2
V1,Kodlama (Encoding) ve Temizleme,V1.2,Enjeksiyon Önleme,V1.2.10,"Uygulamanın CSV ve formül enjeksiyonlarına karşı korunduğu doğrulanmalıdır. Uygulama, CSV içeriği dışa aktarırken RFC 4180 Bölüm 2.6 ve 2.7'de tanımlanan kaçış kurallarına uymalıdır. Ayrıca, CSV veya diğer tablo formatlarına (XLS, XLSX, ODF gibi) aktarım yapılırken, alanın ilk karakteri olarak çıkan özel karakterler ('=', '+', '-', '@', '\t' (sekme), '\0' (null karakter)) tek tırnak (') ile kaçırılmalıdır.",3
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.1,"WYSIWYG editörlerinden veya benzer kaynaklardan gelen tüm güvenilmeyen HTML girdilerinin, bilinen ve güvenli bir HTML temizleme kütüphanesi ya da çerçeve özelliği ile temizlendiği doğrulanmalıdır.",1
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.2,"Uygulamanın eval() veya Spring Expression Language (SpEL) gibi dinamik kod çalıştırma özelliklerini kullanmaktan kaçındığı doğrulanmalıdır. Alternatif yoksa, kullanıcı girdisi çalıştırılmadan önce mutlaka temizlenmelidir.",1
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.3,"Potansiyel olarak tehlikeli bir bağlamda kullanılacak verilerin, bu bağlama uygun karakterlere izin vermek ve çok uzun girdileri kısaltmak gibi güvenlik önlemleriyle önceden temizlendiği doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.4,"Kullanıcı tarafından sağlanan SVG içeriğinin, yalnızca güvenli etiket ve özellikler (örneğin grafik çizme ile ilgili) içerdiğinden emin olmak için onaylandığı veya temizlendiği doğrulanmalıdır (ör. script veya foreignObject içermemelidir).",2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.5,"Markdown, CSS, XSL stil sayfaları, BBCode veya benzeri ifade şablon dillerinde kullanıcı girdisinin temizlendiği veya bu tür özelliklerin devre dışı bırakıldığı doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.6,"Uygulamanın, güvenilmeyen verileri başka servislere iletmeden önce izinli protokol, alan adı, yol ve port listelerine göre doğruladığı ve tehlikeli karakterleri temizlediği doğrulanarak SSRF (Sunucu Taraflı İstek Sahteciliği) saldırılarına karşı korunduğu doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.7,"Uygulamanın şablon enjeksiyon saldırılarına karşı, güvenilmeyen girdilere dayalı şablon oluşturmayı engellediği; eğer bu kaçınılmazsa, bu girdilerin mutlaka temizlendiği veya sıkı şekilde onaylandığı doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.8,JNDI sorgularında kullanılmadan önce güvenilmeyen girdilerin temizlendiği ve JNDI'nin enjeksiyonlara karşı güvenli şekilde yapılandırıldığı doğrulanmalıdır.,2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.9,Memcache’e gönderilmeden önce içeriğin temizlenerek enjeksiyon saldırılarına karşı korunduğu doğrulanmalıdır.,2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.10,Format dizgilerinin (format strings) beklenmeyen veya zararlı şekilde çözümlenmesini önlemek için işlenmeden önce temizlendiği doğrulanmalıdır.,2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.11,"SMTP veya IMAP enjeksiyonlarını önlemek için, kullanıcı girdisinin posta sistemlerine iletilmeden önce temizlendiği doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.3,Temizleme (Sanitization),V1.3.12,Regex girdilerinin üstel geri izlemeye (exponential backtracking) neden olan öğeler içermediği ve güvenilmeyen girdilerin ReDoS (Regex Denial of Service) gibi saldırılara karşı temizlendiği doğrulanmalıdır.,3
V1,Kodlama (Encoding) ve Temizleme,V1.4,"Bellek, Dizgi ve Yönetilmeyen Kod",V1.4.1,"Yığın, arabellek (buffer) veya yığın belleği taşmalarını önlemek ya da tespit etmek amacıyla, bellek güvenli dizgi işlemlerinin, daha güvenli bellek kopyalama ve işaretçi aritmetiğinin kullanıldığı doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.4,"Bellek, Dizgi ve Yönetilmeyen Kod",V1.4.2,"Tamsayı taşmalarını önlemek için işaret (sign), aralık (range) ve giriş doğrulama tekniklerinin kullanıldığı doğrulanmalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.4,"Bellek, Dizgi ve Yönetilmeyen Kod",V1.4.3,Dinamik olarak ayrılan belleğin ve kaynakların serbest bırakıldığı ve boşaltılan belleklere ait referansların veya işaretçilerin kaldırıldığı veya null yapıldığı doğrulanmalıdır (dangling pointer ve use-after-free zafiyetlerine karşı).,2
V1,Kodlama (Encoding) ve Temizleme,V1.5,Güvenli Ters Serileştirme (Safe Deserialization),V1.5.1,XML ayrıştırıcılarının (parser) kısıtlayıcı şekilde yapılandırıldığı ve dış varlık çözümleme (external entity resolution) gibi güvensiz özelliklerin XXE (XML eXternal Entity) saldırılarına karşı devre dışı bırakıldığı doğrulanmalıdır .,1
V1,Kodlama (Encoding) ve Temizleme,V1.5,Güvenli Ters Serileştirme (Safe Deserialization),V1.5.2,"Güvenilmeyen verilerin ters serileştirilmesinde, nesne türleri için izinli liste kullanımı veya istemci tanımlı nesne türlerinin kısıtlanması gibi güvenli giriş işleme önlemlerinin uygulandığı doğrulanmalıdır. Güvensiz olarak tanımlanmış ters serileştirme mekanizmaları, güvenilmeyen girdilerle kullanılmamalıdır.",2
V1,Kodlama (Encoding) ve Temizleme,V1.5,Güvenli Ters Serileştirme (Safe Deserialization),V1.5.3,"Aynı veri türü için uygulamada kullanılan farklı parser'ların (ör. JSON, XML, URL parser'ları), veriyi tutarlı şekilde ayrıştırdığı ve aynı karakter kodlamasını kullandığı doğrulanmalıdır. Böylece JSON birlikte çalışabilirlik açıkları, URI veya dosya ayrıştırma farkları gibi sorunlar nedeniyle RFI veya SSRF saldırılarının istismar edilmesi önlenir.",3
V2,Doğrulama ve İş Mantığı,V2.1,Doğrulama ve İş Mantığı Dokümantasyonu,V2.1.1,"Uygulama dokümantasyonunda, veri öğelerinin beklenen yapıya göre nasıl doğrulanacağına ilişkin giriş doğrulama kurallarının tanımlandığı doğrulanmalıdır. Bu; kredi kartı numaraları, e-posta adresleri, telefon numaraları gibi yaygın veri biçimleri olabileceği gibi iç sistemlere özel biçimler de olabilir.",1
V2,Doğrulama ve İş Mantığı,V2.1,Doğrulama ve İş Mantığı Dokümantasyonu,V2.1.2,"Uygulama dokümantasyonunda, birleştirilmiş veri öğelerinin mantıksal ve bağlamsal tutarlılığının nasıl doğrulanacağı tanımlanmalıdır (örneğin, mahalle ve posta kodunun eşleşip eşleşmediğinin kontrolü).",2
V2,Doğrulama ve İş Mantığı,V2.1,Doğrulama ve İş Mantığı Dokümantasyonu,V2.1.3,"Hem kullanıcı bazında hem de uygulama genelinde geçerli olacak şekilde, iş mantığı sınırları ve doğrulama beklentilerinin belgelendiği doğrulanmalıdır.",2
V2,Doğrulama ve İş Mantığı,V2.2,Girdi Doğrulama,V2.2.1,"Girdilerin, işlevsel ya da iş gereksinimlerine uygunluğunun doğrulandığı teyit edilmelidir. Bu işlem; izinli değerler, desenler ve aralıklar listesine karşı pozitif doğrulama ile ya da girdinin beklenen yapıya ve mantıksal sınırlara uygunluğunun önceden tanımlanmış kurallara göre karşılaştırılması ile yapılmalıdır. Seviye 1 için bu, güvenlik veya iş kararlarında kullanılan girdilere odaklanabilir. Seviye 2 ve üstü için tüm girdilere uygulanmalıdır.",1
V2,Doğrulama ve İş Mantığı,V2.2,Girdi Doğrulama,V2.2.2,"Uygulamanın, güvenilir bir servis katmanında girdi doğrulama zorunluluğu uygulayacak şekilde tasarlandığı doğrulanmalıdır. İstemci tarafında gerçekleştirilen doğrulama, kullanılabilirliği artırabilir ve teşvik edilmelidir. Ancak bu doğrulama,güvenlik kontrolü olarak kabul edilmemelidir.",1
V2,Doğrulama ve İş Mantığı,V2.2,Girdi Doğrulama,V2.2.3,"Uygulamanın, ilişkili veri öğelerinin önceden tanımlanmış kurallara göre makul olup olmadığını kontrol ettiği doğrulanmalıdır.",2
V2,Doğrulama ve İş Mantığı,V2.3,İş Mantığı Güvenliği,V2.3.1,"Uygulamanın, aynı kullanıcı için iş mantığı akışlarını yalnızca beklenen adım sırasına göre ve adım atlamadan işlediği doğrulanmalıdır.",1
V2,Doğrulama ve İş Mantığı,V2.3,İş Mantığı Güvenliği,V2.3.2,"İş mantığı sınırlarının, uygulama dokümantasyonuna uygun şekilde uygulandığı doğrulanmalıdır.",2
V2,Doğrulama ve İş Mantığı,V2.3,İş Mantığı Güvenliği,V2.3.3,İş mantığı seviyesinde işlemlerin (transaction) kullanıldığı ve bir iş mantığı işleminin ya bütünüyle başarıyla tamamlandığı ya da önceki geçerli duruma geri döndürüldüğü (rollback) doğrulanmalıdır.,2
V2,Doğrulama ve İş Mantığı,V2.3,İş Mantığı Güvenliği,V2.3.4,"İş mantığı düzeyinde kilitleme mekanizmalarının, sınırlı kaynakların (ör. sinema koltukları, teslimat zamanları) uygulamanın mantığı manipüle edilerek çift rezervasyona neden olmamasını sağladığı doğrulanmalıdır.",2
V2,Doğrulama ve İş Mantığı,V2.3,İş Mantığı Güvenliği,V2.3.5,"Yüksek değerli iş mantığı akışlarının, yetkisiz veya kazara gerçekleşebilecek işlemleri önlemek için çoklu kullanıcı onayı gerektirdiği doğrulanmalıdır. Bu işlemler büyük para transferleri, sözleşme onayları, gizli bilgilere erişim veya üretimde güvenlik kurallarının geçersiz kılınmaları gibi durumları içerebilir.",3
V2,Doğrulama ve İş Mantığı,V2.4,Otomasyon Karşıtı Önlemler,V2.4.1,"Uygulama işlevlerine yönelik aşırı miktardaki çağrılara karşı; veri sızdırma, anlamsız veri üretme, kota tüketme, hız sınırının aşılması, hizmet reddi (DoS) ya da maliyetli kaynakların aşırı kullanımı gibi risklere karşı otomasyon karşıtı kontrollerin bulunduğu doğrulanmalıdır.",2
V2,Doğrulama ve İş Mantığı,V2.4,Otomasyon Karşıtı Önlemler,V2.4.2,"İş mantığı akışlarının, aşırı hızlı işlem gönderimlerini önleyecek şekilde gerçekçi insan zamanlaması gerektirdiği doğrulanmalıdır.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.1,Web Frontend Güvenlik Dokümantasyonu,V3.1.1,"Uygulama dokümantasyonunda, uygulamayı kullanan tarayıcıların desteklemesi gereken güvenlik özelliklerinin (ör. HTTPS, HTTP Strict Transport Security (HSTS), Content Security Policy (CSP) ve diğer ilgili HTTP güvenlik mekanizmaları) tanımlandığı doğrulanmalıdır. Ayrıca bu özelliklerin mevcut olmadığı durumlarda uygulamanın nasıl davranması gerektiği (ör. kullanıcıyı uyarmak veya erişimi engellemek) de tanımlanmalıdır.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.2,İçeriğin Yanlış Yorumlanması,V3.2.1,"Tarayıcıların HTTP yanıtlarında içerik veya işlevi yanlış bir bağlamda sunmalarını önlemek amacıyla güvenlik kontrollerinin uygulandığı doğrulanmalıdır (ör. API, kullanıcı tarafından yüklenen dosya veya başka bir kaynağın doğrudan çağrılması durumunda). Olası kontroller arasında; yalnızca HTTP istek başlıklarının (ör. Sec-Fetch-\*) doğru bağlamı gösterdiği durumlarda içeriğin sunulması, Content-Security-Policy başlığında ""sandbox"" yönergesinin kullanılması veya Content-Disposition başlığında ""attachment"" biçiminin kullanılması yer alabilir.",1
V3,Web Ön Uç (Frontend) Güvenliği,V3.2,İçeriğin Yanlış Yorumlanması,V3.2.2,"HTML yerine metin olarak görüntülenmesi amaçlanan içeriğin, HTML veya JavaScript gibi içeriklerin istenmeden çalıştırılmasını önleyecek şekilde ""createTextNode"" veya ""textContent"" gibi güvenli işleme fonksiyonlarıyla işlendiği doğrulanmalıdır.",1
V3,Web Ön Uç (Frontend) Güvenliği,V3.2,İçeriğin Yanlış Yorumlanması,V3.2.3,"Uygulamanın istemci tarafı JavaScript kullanırken açık değişken tanımlamaları yaparak, sıkı tür kontrolü uygulayarak, global değişkenleri document nesnesine kaydetmekten kaçınarak ve ad alanı izolasyonu sağlayarak DOM clobbering’den kaçındığı doğrulanmalıdır.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.3,Çerez Yapılandırması,V3.3.1,"Çerezlerin 'Secure' niteliğine sahip olduğu ve eğer çerez adı '\__Host-' ön eki ile başlamıyorsa, '__Secure-' ön ekinin kullanıldığı doğrulanmalıdır.",1
V3,Web Ön Uç (Frontend) Güvenliği,V3.3,Çerez Yapılandırması,V3.3.2,"Kullanıcı arayüzü kandırma saldırılarına ve tarayıcı tabanlı istek sahteciliği saldırılarına (CSRF) karşı koruma sağlamak amacıyla, her çerezin 'SameSite' niteliğinin kullanım amacına uygun şekilde ayarlandığı doğrulanmalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.3,Çerez Yapılandırması,V3.3.3,"Çerez adı, diğer sunucularla paylaşılmak üzere açıkça tasarlanmadığı sürece '__Host-' ön eki ile tanımlanmalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.3,Çerez Yapılandırması,V3.3.4,"Bir çerez değeri istemci tarafı betikleri tarafından erişilememesi gereken bir veri içeriyorsa (ör. oturum token'ı), çerezin 'HttpOnly' niteliğine sahip olduğu ve aynı değerin (ör. oturum token'ı) yalnızca 'Set-Cookie' başlığı ile istemciye iletildiği doğrulanmalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.3,Çerez Yapılandırması,V3.3.5,"Uygulama bir çerez oluştururken, çerez adı ve değerinin toplam uzunluğunun 4096 baytı aşmadığı doğrulanmalıdır. Çok büyük çerezler tarayıcı tarafından saklanmaz ve isteklerle gönderilmez; bu da çereze bağlı çalışan uygulama işlevlerinin bozulmasına yol açabilir.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.4,Tarayıcı Güvenlik Mekanizması Başlıkları (Header),V3.4.2,"Cross-Origin Resource Sharing (CORS) Access-Control-Allow-Origin header'ı, uygulama tarafından sabit bir değer olarak tanımlanmalı veya gelen Origin header değeri güvenilir origin’lerden oluşan bir izinli listeye karşı doğrulanmalıdır. ‘Access-Control-Allow-Origin: *’ kullanılması gerekiyorsa, yanıtın hassas bilgi içermediği doğrulanmalıdır.",1
V3,Web Ön Uç (Frontend) Güvenliği,V3.4,Tarayıcı Güvenlik Mekanizması Başlıkları (Header),V3.4.3,"HTTP yanıtlarında Content-Security-Policy header'ı bulunduğu ve bu header'ın yalnızca güvenilen içeriklerin veya kaynakların yüklenmesini ve çalıştırılmasını sağlayan yönergeler içerdiği doğrulanmalıdır. Minimum olarak ""global policy"", object-src 'none', base-uri 'none' yönergelerini içermeli ve izinli liste, nonce veya hash temelli bir yapı içermelidir. Seviye 3 uygulamalarında her yanıt için nonce veya hash içeren özel bir politika tanımlanmalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.4,Tarayıcı Güvenlik Mekanizması Başlıkları (Header),V3.4.4,"Tüm HTTP yanıtlarının 'X-Content-Type-Options: nosniff' header'ını içerdiği doğrulanmalıdır. Bu, tarayıcıya içerik türünü tahmin etmeyi bırakmasını ve yanıtın Content-Type header'ında belirtilen MIME türünün, beklenen kaynak türüyle eşleşmesini zorunlu kılar. Ayrıca bu, tarayıcıda CORB (Cross-Origin Read Blocking) özelliğini etkinleştirir.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.4,Tarayıcı Güvenlik Mekanizması Başlıkları (Header),V3.4.5,"Uygulamanın, 'Referer' başlığı yoluyla üçüncü taraflara teknik olarak hassas verilerin sızmasını önlemek için bir 'referrer policy' belirlediği doğrulanmalıdır. Bu, Referrer-Policy HTTP header'ıyla veya HTML öğe nitelikleriyle (element attributes) sağlanabilir. Sızabilecek hassas bilgiler, URL’deki yol ve sorgu parametreleri ile sınırlı uygulamalarda hostname bilgisini içerebilir.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.4,Tarayıcı Güvenlik Mekanizması Başlıkları (Header),V3.4.6,"Uygulamanın, Content-Security-Policy header'ı altında 'frame-ancestors' yönergesini her HTTP yanıtında tanımladığı ve bu sayede içeriklerin varsayılan olarak başka sayfalara gömülmesini engellediği doğrulanmalıdır. Gerekli durumlarda özel olarak izin verildiğinden emin olunmalıdır. 'X-Frame-Options' header'ı, tarayıcılar tarafından desteklenmesine rağmen, artık güncel değildir ve güvenlik amacıyla kullanılmamalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.4,Tarayıcı Güvenlik Mekanizması Başlıkları (Header),V3.4.8,"Bir belgenin işlenmesini ve sunulmasını başlatan tüm HTTP yanıtlarında (örneğin 'text/html' tipi yanıtlar), 'Cross-Origin-Opener-Policy' header'ı 'same-origin' veya 'same-origin-allow-popups' yönergeleriyle birlikte yer almalıdır. Bu, tabnabbing ve frame counting gibi, pencere nesnelerine paylaşımlı erişimi sömüren saldırılara karşı koruma sağlar.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.5,Tarayıcı Menşei Ayırımı,V3.5.1,"Uygulama, hassas işlevselliğe yönelik izinsiz cross-origin istekleri önlemek için CORS preflight mekanizmasına güvenmiyorsa, bu tür isteklerin gerçekten uygulamadan geldiği doğrulanmalıdır. Bu, anti-forgery token kullanımı veya CORS tarafından güvenli kabul edilmeyen özel HTTP header'larının zorunlu kılınmasıyla yapılabilir. Bu, tarayıcı tabanlı istek sahteciliği (CSRF) saldırılarına karşı bir savunmadır.",1
V3,Web Ön Uç (Frontend) Güvenliği,V3.5,Tarayıcı Menşei Ayırımı,V3.5.2,"Uygulama, hassas işlevlerin izinsiz cross-origin çağrılmasını önlemek için CORS preflight mekanizmasına güveniyorsa, bu işlevlerin bir CORS-preflight isteğini tetiklemeden çağrılamadığı doğrulanmalıdır. Bu, 'Origin' ve 'Content-Type' header'larının doğrulanmasını veya CORS-safelisted olmayan bir header'ın ve alanın kullanılmasını gerektirebilir.",1
V3,Web Ön Uç (Frontend) Güvenliği,V3.5,Tarayıcı Menşei Ayırımı,V3.5.4,"Farklı uygulamaların farklı hostname'lerde barındırıldığı ve böylece Same-Origin Policy tarafından sağlanan kısıtlamalardan (örneğin çerez erişim sınırları, kaynaklar arası etkileşim kontrolleri) faydalanıldığı doğrulanmalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.5,Tarayıcı Menşei Ayırımı,V3.5.6,"Uygulamanın herhangi bir yerinde JSONP işlevselliğinin etkin olmadığı doğrulanmalıdır. Bu, XSSI (Cross-Site Script Inclusion) saldırılarını önlemek içindir.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.5,Tarayıcı Menşei Ayırımı,V3.5.7,"Yetkilendirme gerektiren verilerin, JavaScript dosyaları gibi betik kaynaklarının yanıtlarında yer almadığı, XSSI saldırılarını önlemek için doğrulanmalıdır.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.5,Tarayıcı Menşei Ayırımı,V3.5.8,"Kimliği doğrulanmış kaynakların (örneğin görseller, videolar, betikler ve belgeler) yalnızca gerçekten amaçlandığında kullanıcı adına yüklenebildiği veya gömülebildiği doğrulanmalıdır. Bu, isteğin uygun olmayan bir çapraz kaynak çağrısından kaynaklanmadığından emin olmak için Sec-Fetch-* HTTP istek başlığı alanlarının sıkı bir şekilde doğrulanmasıyla veya tarayıcıya döndürülen içeriği engelleme talimatı vermek için kısıtlayıcı bir Cross-Origin-Resource-Policy HTTP yanıt başlığı alanı ayarlayarak gerçekleştirilebilir.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.6,Harici Kaynak Bütünlüğü,V3.6.1,"JavaScript kütüphaneleri, CSS veya web fontları gibi istemci tarafı varlıkların yalnızca statik ve sürümlü olması, varlığın bütünlüğünü doğrulamak için Subresource Integrity (SRI) kullanılması durumunda harici olarak (örneğin, bir İçerik Dağıtım Ağı üzerinde) barındırıldığı doğrulanmalıdır. Bu mümkün değilse, her bir kaynak için bunu gerekçelendiren belgelenmiş bir güvenlik kararı bulunmalıdır.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.7,Diğer Tarayıcı Güvenliği Hususları,V3.7.1,"Uygulamanın yalnızca hâlâ desteklenen ve güvenli kabul edilen istemci tarafı teknolojileri kullandığı doğrulanmalıdır. Bu gereksinimi karşılamayan teknolojilere örnek olarak NSAPI eklentileri, Flash, Shockwave, ActiveX, Silverlight, NACL veya istemci tarafı Java applet’leri verilebilir.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.7,Diğer Tarayıcı Güvenliği Hususları,V3.7.2,"Uygulamanın, yalnızca hedef adres bir izinli listede yer alıyorsa kullanıcıyı otomatik olarak farklı bir ana makine adına veya uygulamanın kontrolünde olmayan bir etki alanına yönlendirdiği doğrulanmalıdır.",2
V3,Web Ön Uç (Frontend) Güvenliği,V3.7,Diğer Tarayıcı Güvenliği Hususları,V3.7.3,"Uygulamanın, kullanıcı uygulamanın kontrolü dışındaki bir URL’ye yönlendirildiğinde, yönlendirme hakkında bir bildirim gösterdiği ve kullanıcının bu gezintiyi iptal edebilmesi için bir seçenek sunduğu doğrulanmalıdır.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.7,Diğer Tarayıcı Güvenliği Hususları,V3.7.4,"Uygulamanın en üst düzey etki alanının (örneğin, site.tld) HTTP Strict Transport Security (HSTS) için genel preload listesine eklendiği doğrulanmalıdır. Bu, uygulamanın TLS kullanımının ana tarayıcılar tarafından doğrudan tanınmasını ve yalnızca Strict-Transport-Security yanıt header'ına bağlı kalınmamasını sağlar.",3
V3,Web Ön Uç (Frontend) Güvenliği,V3.7,Diğer Tarayıcı Güvenliği Hususları,V3.7.5,"Uygulamaya erişen tarayıcının beklenen güvenlik özelliklerini desteklememesi durumunda, uygulamanın dokümantasyona uygun şekilde davrandığı (örneğin kullanıcıyı uyarma veya erişimi engelleme) doğrulanmalıdır.",3
V4,API ve Web Servisi,V4.1,Genel Web Servisi Güvenliği,V4.1.1,"İleti gövdesi içeren her HTTP yanıtında, yanıtın gerçek içeriğiyle eşleşen bir Content-Type header alanı bulunduğu ve güvenli karakter kodlamasını (örneğin, UTF-8, ISO-8859-1) belirtmek üzere charset parametresi içerdiği doğrulanmalıdır. Bu işlem, IANA Medya Türleri'nden ""text/"", ""/+xml"" ve ""/xml"" gibi içerikler için geçerlidir.",1
V4,API ve Web Servisi,V4.1,Genel Web Servisi Güvenliği,V4.1.2,"Yalnızca kullanıcı arayüzüne yönelik uç noktaların (manuel olarak web tarayıcısı ile erişilmesi amaçlanan) otomatik olarak HTTP'den HTTPS'e yönlendirme yaptığı ve diğer hizmetlerin veya uç noktaların şeffaf yönlendirme gerçekleştirmediği doğrulanmalıdır. Bu, istemcinin farkında olmadan şifrelenmemiş HTTP istekleri göndermesi ve bu isteklerin otomatik olarak HTTPS'e yönlendirilmesi sonucunda hassas verilerin sızmasının fark edilmemesi riskini önlemek içindir.",2
V4,API ve Web Servisi,V4.1,Genel Web Servisi Güvenliği,V4.1.3,"Uygulama tarafından kullanılan ve yük dengeleyici, web proxy veya frontend için backend hizmeti gibi bir ara katman tarafından ayarlanan herhangi bir HTTP başlık alanının, son kullanıcı tarafından geçersiz kılınamayacağı doğrulanmalıdır. Örnek başlıklar arasında X-Real-IP, X-Forwarded-* veya X-User-ID yer alabilir.",2
V4,API ve Web Servisi,V4.1,Genel Web Servisi Güvenliği,V4.1.4,Uygulama veya API tarafından açıkça desteklenen HTTP yöntemlerinin (preflight istekleri sırasında OPTIONS dahil) dışında hiçbir yöntemin kullanılmadığı ve kullanılmayan yöntemlerin engellendiği doğrulanmalıdır.,3
